"C_p_KT","C_p_L","C_p_PG","C_p_inc","Phi_u","Points:0","Points:1","Points:2","arc_length","dC_f:0","dC_f:1","dC_f:2","inclination","mu","sigma","v:0","v:1","v:2"
0.371074169874,0.341857850552,0.391640067101,0.2807957232,0.90288066864,0.958161115646,0.526000022888,0,0,1.10934670374e-05,-3.11235316985e-06,-8.33123340271e-05,1,-0.049873072654,-0.0260650925338,198.960388184,14.2925853729,25.9586658478
0.363994926214,0.335698246956,0.383888334036,0.2752379179,0.902083218098,0.957227170467,0.526000022888,-0.000124354875879,0.000942187737399,1.09219508886e-05,-3.06415722662e-06,-8.21833164082e-05,1,-0.0497286878526,-0.0257183946669,199.73236084,14.061630249,25.9965324402
0.312608450651,0.290986001492,0.327621400356,0.2348960042,0.896140217781,0.950261414051,0.526000022888,-0.00105188647285,0.00796942597976,9.60707711783e-06,-2.69468455372e-06,-7.35141147743e-05,1,-0.0486467480659,-0.0231958776712,205.329986572,12.3642702103,26.269536972
0.303127527237,0.282659441233,0.317304581404,0.227499112487,0.895203351974,0.949227929115,0.526000022888,-0.00118346035015,0.00901125264367,9.37871755013e-06,-2.6305249321e-06,-7.19689924153e-05,1,-0.0485420301557,-0.0228015556931,206.342819214,12.0758428574,26.3296890259
0.234161779284,0.222098112106,0.242251947522,0.173688337207,0.888216495514,0.941519498825,0.526000022888,-0.00216483650729,0.0167819023399,7.65519052948e-06,-2.14628425965e-06,-6.03093067184e-05,1,-0.0477598831058,-0.0199325401336,213.702575684,9.99045562744,26.765001297
0.229656338692,0.218011245131,0.237456262112,0.170249953866,0.887163460255,0.940379917622,0.526000022888,-0.00230900966562,0.0179305673123,7.58335181672e-06,-2.1261450911e-06,-5.97496655246e-05,1,-0.0476644299924,-0.0199223309755,214.150405884,9.86059951782,26.8243980408
0.196968987584,0.188364267349,0.202660307288,0.145302161574,0.879309594631,0.931879818439,0.526000022888,-0.0033843619749,0.0264984181919,7.04439071342e-06,-1.97505460164e-06,-5.55508377147e-05,1,-0.0469520948827,-0.0198480598629,217.396347046,8.9233083725,27.2547054291
0.193069264293,0.18477062881,0.198552489281,0.142356947064,0.878134608269,0.930627405643,0.526000022888,-0.00354359834455,0.0277609133535,6.97365021551e-06,-1.95522852664e-06,-5.49849828531e-05,1,-0.0468648634851,-0.0198651980609,217.772567749,8.81204605103,27.3100795746
0.164781481028,0.158707335591,0.168751969934,0.120990760624,0.869370758533,0.921285748482,0.526000022888,-0.00473130121827,0.0371777704005,6.44305418973e-06,-1.8065218228e-06,-5.07405566168e-05,1,-0.0462137758732,-0.0199898965657,220.499282837,8.00849056244,27.7114315033
0.161170393229,0.155333146453,0.164982557297,0.118288189173,0.868066489697,0.919913947582,0.526000022888,-0.00490524526685,0.0385605553584,6.35678088656e-06,-1.78224877345e-06,-5.00925489177e-05,1,-0.0461355149746,-0.019895311445,220.842514038,7.90487670898,27.7373638153
0.134967878461,0.130854561925,0.137627586722,0.0986753925681,0.858339130878,0.909682035446,0.526000022888,-0.00620264885947,0.0488743947038,5.70855490878e-06,-1.59986336712e-06,-4.52264430351e-05,1,-0.0455510057509,-0.019207123667,223.331207275,7.1566400528,27.9246120453
0.131578728557,0.127646490932,0.134119331837,0.0961600616574,0.856898784637,0.908185064793,0.526000022888,-0.00639059161767,0.0503831172157,5.60565422347e-06,-1.57080023655e-06,-4.44796169177e-05,1,-0.0454828925431,-0.0189692974091,223.650726318,7.05811357498,27.9141712189
0.106977969408,0.10436552763,0.108650118113,0.077899299562,0.846156775951,0.897019445896,0.526000022888,-0.00779240997508,0.0616363896308,4.83134363094e-06,-1.35208506435e-06,-3.8865753595e-05,1,-0.0449736528099,-0.0172389149666,225.968521118,6.34706306458,27.836807251
0.103868417442,0.101386711001,0.105455808342,0.0756090655923,0.844574511051,0.895392417908,0.526000022888,-0.007992208004,0.0632756392541,4.71758721687e-06,-1.31986473662e-06,-3.80480596505e-05,1,-0.044916883111,-0.0168359484524,226.261276245,6.25479412079,27.7835884094
0.0812917724252,0.0797649547458,0.0822598859668,0.0589781925082,0.832774281502,0.883256673813,0.526000022888,-0.00948245543987,0.0755025408304,3.86079273085e-06,-1.07714947717e-06,-3.18983475154e-05,1,-0.0444917567074,-0.0139040406793,228.385665894,5.58972120285,27.3949203491
0.0785628929734,0.0771223008633,0.0794758424163,0.0569821074605,0.831046402454,0.881495952606,0.526000022888,-0.00969157740474,0.0772756373206,3.74762043975e-06,-1.04509979337e-06,-3.10647046717e-05,1,-0.044446695596,-0.0133796464652,228.64289856,5.506711483,27.3070297241
0.0587482750416,0.0579392649233,0.0592570118606,0.0424857325852,0.818160772324,0.868363499641,0.526000022888,-0.0112513685599,0.0905003970281,2.89481090476e-06,-8.03532998361e-07,-2.47944699368e-05,1,-0.0441084355116,-0.00956424325705,230.50970459,4.90964412689,26.6660747528
0.0564352050424,0.0556779690087,0.0569111928344,0.0408038385212,0.816286087036,0.866467416286,0.526000022888,-0.0114675052464,0.092408759456,2.79059599961e-06,-7.74143529725e-07,-2.39864402829e-05,1,-0.0440748035908,-0.00897536519915,230.728256226,4.83723926544,26.5561485291
0.0396393314004,0.0392630957067,0.0398742631078,0.0285888053477,0.802305817604,0.852324843407,0.526000022888,-0.0130796162412,0.106642918002,2.0050601961e-06,-5.52538779175e-07,-1.79095277417e-05,1,-0.0438213124871,-0.0046907896176,232.314575195,4.31807947159,25.7549037933
0.0377168618143,0.0373684838414,0.0379343368113,0.0271979290992,0.800285458565,0.850293636322,0.526000022888,-0.01330080349,0.108686132631,1.91360504687e-06,-5.26986639215e-07,-1.71486208274e-05,1,-0.04379844293,-0.0040885140188,232.496643066,4.25595664978,25.6354541779
0.0237563978881,0.0236147996038,0.0238443072885,0.0170957483351,0.785219311714,0.835143387318,0.526000022888,-0.0149505836889,0.123925942984,1.22406527225e-06,-3.34235807031e-07,-1.14266676974e-05,1,-0.0436247736216,0.000293537654215,233.818328857,3.81242513657,24.7649993896
0.0221498738974,0.0220207944512,0.0222300048918,0.015938334167,0.783056914806,0.832979738712,0.526000022888,-0.0151753788814,0.126101237945,1.14491297154e-06,-3.12466028163e-07,-1.07103296614e-05,1,-0.0436119139194,0.000870142015629,233.970443726,3.75879406929,24.646478653
0.0104809338227,0.0104466695338,0.0105021130294,0.00752974161878,0.766931772232,0.816841900349,0.526000022888,-0.0168520715088,0.142325945191,5.47871024992e-07,-1.48144948753e-07,-5.32247759111e-06,1,-0.0435124486685,0.00506541412324,235.07484436,3.37787652016,23.7828979492
0.00907214917243,0.00904063601047,0.00909162219614,0.00651845661923,0.764633238316,0.814551234245,0.526000022888,-0.0170794092119,0.144627864744,4.76911793612e-07,-1.29070585331e-07,-4.61950639874e-06,1,-0.0435090810061,0.00559417204931,235.207305908,3.32951974869,23.6721916199
-0.00116683938541,-0.00117480836343,-0.00116194912698,-0.000833087135106,0.747493088245,0.79746556282,0.526000022888,-0.0187750570476,0.16179747131,-5.87932795781e-08,1.50551642264e-08,6.72308431149e-07,1,-0.0434800498188,0.00944132264704,236.169586182,2.98777318001,22.8656234741
-0.00251192506403,-0.00252450630069,-0.00250422209501,-0.00179546175059,0.745066463947,0.795055866241,0.526000022888,-0.0190041158348,0.164218030239,-1.27143948703e-07,3.28908633662e-08,1.41206578519e-06,1,-0.0434863120317,0.00992957875133,236.294372559,2.94071793556,22.7626075745
-0.0122981537133,-0.0123408250511,-0.0122720971704,-0.00879877340049,0.726970791817,0.777082443237,0.526000022888,-0.0207126103342,0.182272472572,-6.43899625175e-07,1.67874659951e-07,6.98945041222e-06,1,-0.0435287728906,0.0134820435196,237.201782227,2.60915803909,22.012134552
-0.0136951552704,-0.0137501293793,-0.0136616304517,-0.00979503244162,0.724426031113,0.774564564228,0.526000022888,-0.0209419578314,0.184800775358,-7.14011207492e-07,1.85495451888e-07,7.816202924e-06,1,-0.0435455106199,0.013960278593,237.329452515,2.55972933769,21.9107570648
-0.0238719973713,-0.0240129735321,-0.023786239326,-0.0170541126281,0.70544975996,0.755784153938,0.526000022888,-0.0226525980979,0.203658932765,-1.24506368593e-06,3.19131402193e-07,1.40612810355e-05,1,-0.0436659194529,0.0174398310483,238.258865356,2.21149134636,21.1723060608
-0.0253930371255,-0.0255560800433,-0.0252939667553,-0.0181351155043,0.702799081802,0.753171563148,0.526000022888,-0.0228800885379,0.206281409177,-1.31752699417e-06,3.36334068152e-07,1.50059868247e-05,1,-0.0436946153641,0.0179603174329,238.396392822,2.1571726799,21.0606136322
-0.0364874899387,-0.0368076264858,-0.036293618381,-0.0260215774179,0.683032691479,0.733684778214,0.526000022888,-0.0245768763125,0.225841927469,-1.86757836218e-06,4.67152403871e-07,2.21550853894e-05,1,-0.0439041294158,0.0217472836375,239.398712158,1.77378308773,20.2471809387
-0.038126539439,-0.0384804941714,-0.0379124097526,-0.0271822083741,0.680290579796,0.730993390083,0.526000022888,-0.0247986596078,0.228542438143,-1.93667915482e-06,4.81775941807e-07,2.32022994169e-05,1,-0.0439464747906,0.022376043722,239.54649353,1.71449804306,20.10896492
-0.0500967875123,-0.0506937913597,-0.049737021327,-0.0356601476669,0.659842431545,0.710918843746,0.526000022888,-0.0264528915286,0.248685027199,-2.46266654358e-06,5.93477295752e-07,3.11402509396e-05,1,-0.0442578904331,0.0269507858902,240.62487793,1.29519689083,19.1024990082
-0.0517600513995,-0.0524019859731,-0.0513735674322,-0.0368335098028,0.657026350498,0.708166658878,0.526000022888,-0.0266636908054,0.251445273181,-2.51639676208e-06,6.0146260239e-07,3.22162341035e-05,1,-0.0443150065839,0.0277458280325,240.775680542,1.23394310474,18.9224948883
