"C_p_inc","Points:0","Points:1","Points:2","arc_length","inclination","mu","sigma","v:0","v:1","v:2"
-0.19864115119,23.0003013611,4,0,0,1,23.0335788727,0,130.548019409,29.2330780029,15.0203075409
-0.869712412357,22.4474163055,4,-0.058969181031,0.556020906939,1,22.2328033447,0,209.133743286,-47.9946861267,27.8742332458
-0.930967509747,22.403219223,4,-0.0636830478907,0.600468658783,1,22.1669158936,0,216.028640747,-54.5488319397,28.9225692749
-0.47307819128,21.0673675537,4,-0.206896409392,1.94397517135,1,20.5308036804,0,193.262496948,-29.3275947571,23.9181671143
-0.430019438267,20.9605827332,4,-0.218344569206,2.05137190438,1,20.3964633942,0,191.254898071,-26.7922821045,23.4426803589
-0.271130144596,18.1980400085,4,-0.516330182552,4.82993947258,1,17.2420825958,0,181.855728149,-14.7621603012,20.1880779266
-0.253094106913,17.9772071838,4,-0.540150463581,5.05205327732,1,16.9866886139,0,180.767700195,-13.5701580048,19.8690853119
-0.149251893163,13.7343969345,4,-0.948146998882,9.31443523869,1,12.3343629837,0,173.96043396,-7.63206481934,12.1289386749
-0.139348998666,13.395236969,4,-0.980761349201,9.65515972864,1,11.9652299881,0,173.27507019,-7.31319141388,11.5238857269
-0.130038961768,13.0548191071,4,-0.990851521492,9.99572709687,1,11.6121444702,0,172.524520874,-7.04458332062,10.3121042252
-0.014818707481,8.79629611969,4,-1.11707651615,14.2561203631,1,7.14311790466,0,163.445159912,-1.43556439877,-5.17288589478
0.0010703143198,8.57551002502,4,-1.09411120415,14.4780976258,1,6.93164777756,0,161.807098389,-0.128110617399,-6.35609769821
0.206091403961,5.81353092194,4,-0.806821227074,17.2549779072,1,4.25184249878,0,140.610427856,19.147277832,-20.6861000061
0.221834018826,5.71039056778,4,-0.777601838112,17.3621772791,1,4.16866254807,0,137.324798584,22.4031448364,-19.2441043854
0.406339406967,4.42013120651,4,-0.412075400352,18.7032137425,1,3.12599635124,0,94.4529724121,65.2254486084,2.48379182816
0.368450671434,4.38903284073,4,-0.381573289633,18.7467738976,1,3.11843252182,0,95.444770813,64.4723129272,8.90918445587
-0.162844792008,4,4,0,19.2917002472,1,3.04429149628,0,110.111114502,51.1299514771,91.7519836426
-0.718419492245,4.38903284073,4,0.381573289633,19.8366265968,1,3.76473641396,0,175.042861938,-12.1582317352,105.730102539
-0.759250700474,4.42013120651,4,0.412075400352,19.8801867519,1,3.81939458847,0,179.961151123,-16.7920036316,106.849159241
-0.673902392387,5.71039056778,4,0.777601838112,21.2212232153,1,5.5978140831,0,199.62210083,-34.0276412964,50.3040008545
-0.672120273113,5.81353092194,4,0.806821227074,21.3284225872,1,5.73626852036,0,201.358306885,-35.3168487549,46.1475296021
-0.437100112438,8.57551002502,4,1.09411120415,24.1053028686,1,9.16436004639,0,192.274353027,-25.4128913879,11.6007232666
-0.423244833946,8.79629611969,4,1.11707651615,24.3272801313,1,9.4364900589,0,191.808181763,-24.7039031982,8.96778774261
-0.181921809912,13.0548191071,4,0.990851521492,28.5876733975,1,14.2737178802,0,175.702041626,-11.9430484772,-9.56532478333
-0.165981113911,13.395236969,4,0.980761349201,28.9282407658,1,14.6646528244,0,174.625366211,-11.1657409668,-11.0296001434
-0.143010467291,13.7343969345,4,0.948146998882,29.2689652557,1,15.013004303,0,172.757873535,-10.2422361374,-11.3182525635
0.137629687786,17.9772071838,4,0.540150463581,33.5313472171,1,19.264005661,0,149.660049438,7.14787721634,-14.4089746475
0.158210009336,18.1980400085,4,0.516330182552,33.7534610218,1,19.4530029297,0,147.40562439,9.03726100922,-14.0341739655
0.36218559742,20.9605827332,4,0.218344569206,36.53202859,1,21.8091907501,0,124.184715271,32.203792572,-9.90034866333
0.368925124407,21.0673675537,4,0.206896409392,36.639425323,1,21.8805103302,0,121.123664856,35.6247558594,-9.20346546173
0.469223886728,22.403219223,4,0.0636830478907,37.9829318356,1,22.8067302704,0,86.3132476807,72.1718139648,-1.52671051025
0.415390908718,22.4474163055,4,0.058969181031,38.0273795875,1,22.8219337463,0,89.9531097412,68.803817749,-0.296310424805
-0.19864115119,23.0003013611,4,0,38.5834004944,1,23.0335788727,0,130.548019409,29.2330780029,15.0203075409
