num_span,num_chord,C_x,C_y,C_z,C_mx,C_my,C_mz
5.0,5.0,0.0595490645254098,-3.32030779606751e-12,0.471814403819778,-1.63261743534038e-09,-41.0679818736144,-1.25114205454246e-09
8.947368421052632,8.947368421052632,0.0619279122933047,2.8431572851248e-13,0.464662942333439,6.69531682049099e-10,-42.142671719837,2.01309386261422e-10
12.894736842105264,12.894736842105264,0.0663219223139016,8.76636740629322e-14,0.456699857368241,1.17024486021716e-10,-41.9961450832633,-4.85876957157655e-11
16.842105263157894,16.842105263157894,0.0697146660289175,1.85704793556618e-14,0.451490533510405,5.68456458120703e-12,-41.7350037203352,2.68836038500031e-12
20.789473684210527,20.789473684210527,0.0725482598685964,-2.78766332934e-14,0.446877020223555,-2.67459654575662e-10,-41.4439881344795,-2.19702353098511e-11
24.736842105263158,24.736842105263158,0.0748124026846235,-1.77194412772199e-10,0.444873563738351,-4.30017918128661e-06,-41.330968955974,-3.86718472211419e-08
28.684210526315788,28.684210526315788,0.0764960486515317,-2.01957177524328e-10,0.443581913411629,-1.66240996466176e-08,-41.2530977304246,-1.11769448476302e-07
32.631578947368425,32.631578947368425,0.0779820798659099,-1.96437849740347e-10,0.442358418267777,5.14833349818476e-07,-41.1719729381915,2.01497540041088e-08
36.578947368421055,36.578947368421055,0.0789333758107935,5.44008231078688e-11,0.442083789270774,4.25139481440311e-07,-41.1688733991358,2.41217397177517e-08
40.526315789473685,40.526315789473685,0.0768679623580032,6.43335433455359e-11,0.445896739868359,-1.04575356261831e-07,-41.4842215880022,2.98952628386036e-08
44.473684210526315,44.473684210526315,0.0759261679960623,-1.80436565879599e-10,0.446095870592165,7.39567504665989e-07,-41.5028572010822,-7.13135336688421e-08
48.421052631578945,48.421052631578945,0.0758304889553934,-3.25613893662976e-10,0.445231061043302,-3.14171357171085e-08,-41.4432013171985,-1.74619611336552e-07
52.368421052631575,52.368421052631575,0.0761137253783084,-2.04176702256519e-10,0.445001232269931,2.80891874145588e-06,-41.3922064097727,-1.22048793341082e-07
56.315789473684205,56.315789473684205,0.0765393024821721,1.39740598759856e-10,0.444895635425319,-2.86259129000235e-06,-41.3613584927674,5.21161566159611e-09
60.26315789473684,60.26315789473684,0.0770314630965065,3.95306718621434e-10,0.444262222195484,3.47460116212954e-07,-41.291392338794,1.83635555991876e-07
64.21052631578948,64.21052631578948,0.0772591144676774,-3.56982101007338e-10,0.446013508914343,-6.57999114721082e-07,-41.3907688481319,-3.88439222151038e-07
68.15789473684211,68.15789473684211,0.0777001707446296,-3.9053516700136e-10,0.445731213395571,-3.10102783338203e-06,-41.3094405892383,-2.46262012460797e-07
72.10526315789474,72.10526315789474,0.0776801343503698,6.05006320335462e-10,0.447435443984189,-1.12789169532797e-07,-41.4169640006042,3.19742654454394e-07
76.05263157894737,76.05263157894737,0.0763037718835367,-3.01823751938565e-10,0.450309799837027,-2.97322059317442e-06,-41.6287645823687,-1.77413407607092e-07
80.0,80.0,0.0754640484487023,3.84014567520396e-11,0.45237557423303,-9.58862723295486e-07,-41.7765873085028,-8.41907908056205e-08
