"C_p_inc","Points:0","Points:1","Points:2","arc_length","inclination","mu","sigma","v:0","v:1","v:2"
0.191121384501,51.0003013611,32,0,0,1,51.4510192871,0,144.818771362,18.3595275879,-2.69796490669
0.187025517225,50.9769592285,32,-0.00248701474629,0.0234742496193,1,51.4300842285,0,145.223510742,17.95885849,-0.202575147152
0.163996815681,50.8439025879,32,-0.0166630689055,0.157283928365,1,51.3106117249,0,147.494186401,15.6960096359,14.0487909317
0.158044368029,50.8110618591,32,-0.0201653521508,0.190310878775,1,51.2800788879,0,148.070220947,15.1227245331,14.1737594604
0.124061174691,50.6238594055,32,-0.0401284620166,0.378574747837,1,51.1058502197,0,151.353500366,11.8473339081,14.8867807388
0.120351657271,50.5780258179,32,-0.0450224578381,0.42466887926,1,51.0625228882,0,151.693786621,11.5108413696,14.9625444412
0.099207021296,50.3167762756,32,-0.0729183703661,0.687403546281,1,50.815284729,0,153.630355835,9.58510780334,15.3950128555
0.0958798527718,50.2535324097,32,-0.0796836540103,0.751008228854,1,50.7546768188,0,153.926193237,9.29435348511,15.4626846313
0.0769449993968,49.8930397034,32,-0.118245981634,1.11355759709,1,50.4088478088,0,155.607208252,7.62780666351,15.8489055634
0.0736732780933,49.8071174622,32,-0.127459391952,1.19997240175,1,50.3254776001,0,155.890075684,7.35153675079,15.9174852371
0.0550881400704,49.3173599243,32,-0.179976046085,1.69253756986,1,49.8498039246,0,157.494369507,5.76583528519,16.3088169098
0.0516091138124,49.2030639648,32,-0.192289978266,1.80749495012,1,49.7375411987,0,157.787353516,5.48100566864,16.3818740845
0.0318805649877,48.5515785217,32,-0.262479782104,2.46275054236,1,49.097038269,0,159.446121216,3.84503316879,16.7985420227
0.0279529001564,48.4037246704,32,-0.278473675251,2.61146693677,1,48.9499168396,0,159.769546509,3.53108263016,16.8675098419
0.00571050308645,47.560962677,32,-0.369639217854,3.45914549241,1,48.1106185913,0,161.598007202,1.72875678539,17.2603340149
0.00106192962267,47.3764457703,32,-0.389523178339,3.64473067705,1,47.9243659973,0,161.972976685,1.36386942863,17.3113422394
-0.0252471659333,46.3246879578,32,-0.502862274647,4.70257766358,1,46.8619880676,0,164.091461182,-0.727071285248,17.600976944
-0.0310060512275,46.1044464111,32,-0.526174664497,4.92404957236,1,46.6360092163,0,164.547119141,-1.17321503162,17.601228714
-0.063615553081,44.8490600586,32,-0.659055888653,6.1864489996,1,45.3472137451,0,167.123123169,-3.72305345535,17.6002616882
-0.070670992136,44.5996894836,32,-0.684066355228,6.4370706409,1,45.0863685608,0,167.674285889,-4.26651763916,17.4527111053
-0.110664412379,43.1782684326,32,-0.826626718044,7.86562279653,1,43.5989646912,0,170.794403076,-7.36469125748,16.6075000763
-0.118782527745,42.9121437073,32,-0.849631786346,8.13274000414,1,43.314704895,0,171.418273926,-7.98816490173,16.2077217102
-0.164815574884,41.395236969,32,-0.980761349201,9.655303965,1,41.6940078735,0,174.953582764,-11.5226268768,13.9224920273
-0.213749155402,39.875705719,32,-1.07711327076,11.1778869389,1,40.035823822,0,178.604644775,-15.1477460861,9.59558200836
-0.222347646952,39.60912323,32,-1.09401702881,11.4450048164,1,39.7449531555,0,179.246810913,-15.7830810547,8.8373003006
-0.26141512394,38.1809539795,32,-1.13400638103,12.8737338168,1,38.1542472839,0,182.002746582,-18.5325641632,1.31191015244
-0.268294245005,37.9303970337,32,-1.14102196693,13.1243889614,1,37.8751907349,0,182.488296509,-19.0172462463,-0.00709514087066
-0.280191540718,36.6684379578,32,-1.10636663437,14.3868237919,1,36.4526939392,0,183.037216187,-19.5634555817,-9.19781017303
-0.28230124712,36.4470443726,32,-1.10028672218,14.6083008447,1,36.2031326294,0,183.135025024,-19.6617851257,-10.8091650009
-0.272569894791,35.3925018311,32,-1.01659357548,15.6661593015,1,35.0130271912,0,181.851654053,-18.3779888153,-19.1446743011
-0.270880609751,35.2074966431,32,-1.00191068649,15.8517462267,1,34.8042259216,0,181.627548218,-18.1550445557,-20.606420517
-0.253011852503,34.3665542603,32,-0.894749224186,16.6994889178,1,33.8561096191,0,179.346130371,-15.8742256165,-28.8232250214
-0.249888926744,34.2190208435,32,-0.875949025154,16.8482153665,1,33.6897621155,0,178.946533203,-15.4759140015,-30.2643203735
-0.221197843552,33.5747528076,32,-0.756856143475,17.5033981017,1,32.9630813599,0,175.20765686,-11.7378807068,-39.332408905
-0.216172635555,33.4617233276,32,-0.735962748528,17.6183424243,1,32.8355827332,0,174.552154541,-11.0835065842,-40.9228439331
-0.169245302677,32.9848709106,32,-0.612823486328,18.1108376075,1,32.2979278564,0,168.496276855,-5.02837753296,-50.533241272
-0.161019563675,32.9012107849,32,-0.591220200062,18.1972419975,1,32.2035942078,0,167.434234619,-3.96720957756,-52.2187690735
-0.082790106535,32.5594902039,32,-0.469554632902,18.5599753235,1,31.8184585571,0,157.062667847,6.40385627747,-62.121723175
-0.0690746977925,32.4995384216,32,-0.448209911585,18.6236134671,1,31.7508869171,0,155.243652344,8.22225475311,-63.8585205078
0.0860138162971,32.2678375244,32,-0.325093358755,18.8859929467,1,31.4886608124,0,135.136505127,28.3290920258,-68.0157852173
0.113203309476,32.2271881104,32,-0.303494066,18.9320245045,1,31.442653656,0,131.610122681,31.8550510406,-68.7449417114
0.312957018614,32.080657959,32,-0.157984003425,19.1385293799,1,31.2780971527,0,106.378372192,57.0865783691,-52.0865249634
0.347977370024,32.0549507141,32,-0.132456049323,19.1747583584,1,31.2492256165,0,101.953262329,61.511428833,-49.165019989
0.442217230797,32.0082015991,32,-0.0197694767267,19.2967573067,1,31.202791214,0,90.1588745117,73.3152008057,-7.33573198318
0.458729922771,32,32,0,19.318160541,1,31.194644928,0,88.0911560059,75.3861312866,4.71144130643e-06
0.442217230797,32.0082015991,32,0.0197694767267,19.3395637753,1,31.202791214,0,90.1588745117,73.3152008057,7.33574295044
0.347977310419,32.0549507141,32,0.132456049323,19.4615627236,1,31.2492256165,0,101.953262329,61.5114250183,49.1650314331
0.312956959009,32.080657959,32,0.157984003425,19.4977917021,1,31.2780971527,0,106.378372192,57.0865745544,52.0865402222
0.113203234971,32.2271881104,32,0.303494066,19.7042965775,1,31.442653656,0,131.610137939,31.8550453186,68.7449493408
0.0860137417912,32.2678375244,32,0.325093358755,19.7503281353,1,31.4886608124,0,135.136520386,28.3290863037,68.0157928467
-0.0690747797489,32.4995384216,32,0.448209911585,20.012707615,1,31.7508869171,0,155.243652344,8.22224807739,63.8585281372
-0.0827901884913,32.5594902039,32,0.469554632902,20.0763457585,1,31.8184585571,0,157.062667847,6.40384912491,62.1217308044
-0.161019638181,32.9012107849,32,0.591220200062,20.4390790845,1,32.2035942078,0,167.434249878,-3.96721744537,52.2187728882
-0.169245377183,32.9848709106,32,0.612823486328,20.5254834745,1,32.2979278564,0,168.496292114,-5.02838516235,50.5332450867
-0.21617269516,33.4617233276,32,0.735962748528,21.0179786577,1,32.8355827332,0,174.552154541,-11.0835161209,40.9228477478
-0.221197918057,33.5747528076,32,0.756856143475,21.1329229803,1,32.9630813599,0,175.20765686,-11.7378902435,39.332408905
-0.249888986349,34.2190208435,32,0.875949025154,21.7881057155,1,33.6897621155,0,178.946533203,-15.4759235382,30.2643222809
-0.253011912107,34.3665542603,32,0.894749224186,21.9368321642,1,33.8561096191,0,179.346130371,-15.8742361069,28.8232269287
-0.270880669355,35.2074966431,32,1.00191068649,22.7845748553,1,34.8042259216,0,181.627563477,-18.1550559998,20.606420517
-0.272569984198,35.3925018311,32,1.01659357548,22.9701617805,1,35.0130271912,0,181.851669312,-18.3780002594,19.1446762085
-0.282301306725,36.4470443726,32,1.10028672218,24.0280202373,1,36.2031326294,0,183.135040283,-19.6617984772,10.8091669083
-0.280191630125,36.6684379578,32,1.10636663437,24.2494972901,1,36.4526939392,0,183.037231445,-19.5634689331,9.19781208038
-0.268294334412,37.9303970337,32,1.14102196693,25.5119321206,1,37.8751907349,0,182.488296509,-19.0172615051,0.00709512876347
-0.261415213346,38.1809539795,32,1.13400638103,25.7625872653,1,38.1542472839,0,182.002746582,-18.5325813293,-1.31191027164
-0.222347766161,39.60912323,32,1.09401702881,27.1913162656,1,39.7449531555,0,179.246810913,-15.7831010818,-8.83730125427
-0.213749289513,39.875705719,32,1.07711327076,27.4584341431,1,40.035823822,0,178.604644775,-15.147767067,-9.59558296204
-0.164815738797,41.395236969,32,0.980761349201,28.981017117,1,41.6940078735,0,174.953582764,-11.5226516724,-13.9224948883
-0.118782691658,42.9121437073,32,0.849631786346,30.5035810779,1,43.314704895,0,171.418289185,-7.98819446564,-16.2077255249
-0.110664583743,43.1782684326,32,0.826626718044,30.7706982855,1,43.5989646912,0,170.794418335,-7.36472129822,-16.607503891
-0.0706712007523,44.5996894836,32,0.684066355228,32.1992504411,1,45.0863685608,0,167.674301147,-4.26655244827,-17.45271492
-0.0636157616973,44.8490600586,32,0.659055888653,32.4498720824,1,45.3472137451,0,167.123138428,-3.72308969498,-17.6002674103
-0.0310063119978,46.1044464111,32,0.526174664497,33.7122715097,1,46.6360092163,0,164.547134399,-1.1732571125,-17.601234436
-0.0252474397421,46.3246879578,32,0.502862274647,33.9337434184,1,46.8619918823,0,164.09147644,-0.727114796638,-17.600982666
0.0010616031941,47.3764457703,32,0.389523178339,34.991590405,1,47.924369812,0,161.972991943,1.36382007599,-17.3113498688
0.00571016315371,47.560962677,32,0.369639217854,35.1771755896,1,48.110622406,0,161.598022461,1.72870600224,-17.2603416443
0.0279525052756,48.4037246704,32,0.278473675251,36.0248541452,1,48.9499206543,0,159.769577026,3.53102636337,-16.8675193787
0.0318801552057,48.5515785217,32,0.262479782104,36.1735705397,1,49.0970420837,0,159.446151733,3.84497523308,-16.7985515594
0.0516086742282,49.2030639648,32,0.192289978266,36.8288261319,1,49.7375450134,0,157.787399292,5.48094511032,-16.3818836212
0.0550876818597,49.3173599243,32,0.179976046085,36.9437835122,1,49.8498077393,0,157.494415283,5.76577329636,-16.3088264465
0.0736728832126,49.8071174622,32,0.127459391952,37.4363486803,1,50.3254776001,0,155.89012146,7.35148096085,-15.9174947739
0.0769445896149,49.8930397034,32,0.118245981634,37.5227634849,1,50.4088478088,0,155.607254028,7.62775039673,-15.8489160538
0.095879778266,50.2535324097,32,0.0796836540103,37.8853128532,1,50.7546806335,0,153.926193237,9.29432868958,-15.4626893997
0.0992069914937,50.3167762756,32,0.0729183703661,37.9489175357,1,50.8152885437,0,153.630371094,9.58508682251,-15.3950157166
0.120353020728,50.5780258179,32,0.0450224578381,38.2116522028,1,51.0625228882,0,151.693649292,11.5109558105,-14.962518692
0.124062746763,50.6238594055,32,0.0401284620166,38.2577463342,1,51.1058502197,0,151.353347778,11.8474683762,-14.8867502213
0.15806132555,50.8110618591,32,0.0201653521508,38.4460102032,1,51.2800827026,0,148.068496704,15.1244421005,-14.1733922958
