variable   dC_x               dC_y                 dC_z
x1         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
x2         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
x3         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
x4         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
x5         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
x6         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
y1         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
y2         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
y3         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
y4         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
y5         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
y6         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
z1         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
z2         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
z3         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
z4         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
z5         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
z6         -1.82752029167415, 0.00122074656109574, -9.70476742014892e-05
