Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
FuselageGeom,235.294738,230.196917,148.672101,147.015986
WingGeom,73.843818,71.621213,9.010300,8.833129
WingGeom,73.843818,71.621213,9.010300,8.833129
WingGeom,17.286535,14.279964,1.174063,0.980298
WingGeom,17.286535,14.279964,1.174063,0.980298
WingGeom,22.684604,19.158395,1.818936,1.552720
Totals,440.240048,421.157665,170.859763,168.195561

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
FuselageGeom_S_Surf0,235.294738,230.196917
WingGeom_S_Surf0,73.843818,71.621213
WingGeom_S_Surf1,73.843818,71.621213
WingGeom_S_Surf0,17.286535,14.279964
WingGeom_S_Surf1,17.286535,14.279964
WingGeom_S_Surf0,22.684604,19.158395
