"C_p_2nd","C_p_ise","C_p_lin","C_p_sln","Phi_u","Points:0","Points:1","Points:2","arc_length","centroid:0","centroid:1","centroid:2","dC_f:0","dC_f:1","dC_f:2","inclination","mu","normals:0","normals:1","normals:2","sigma","v:0","v:1","v:2"
0.15553727746,0.118630535901,0.200812503695,0.118140302598,0.0146831320599,0.015630768612,0,-0.00410420680419,0,0.0177148710936,-0.000278763851384,-0.00416900310665,2.80969317146e-07,4.35724203385e-08,1.28408976252e-06,1,-0.00615789415315,-0.199923887849,-0.0308536030352,-0.966830134392,0,624.720703125,-4.31766366959,-187.13180542
0.249974086881,0.170302793384,0.320417940617,0.172973334789,-7.65417663604e-14,0,0,0,0.0161606138774,0.010420512408,0,0,4.43233545866e-07,0,0,1,-7.65417663604e-14,-0.251035004854,0,0,0,583.190856934,0,0
0.15553727746,0.118630535901,0.200812503695,0.118140302598,0.0146831320599,0.015630768612,0,0.00410420680419,0.0323212277548,0.0177148710936,0.000278763851384,0.00416900310665,2.80969317146e-07,-4.35724203385e-08,-1.28408976252e-06,1,-0.00615789415315,-0.199923887849,0.0308536030352,0.966830134392,0,624.720703125,4.31766319275,187.13180542
0.0806077942252,0.074436634779,0.104537717998,0.0722065642476,0.029890043661,0.0312615372241,0,0.00676574045792,0.0481769739937,0.0312615372241,0.00016754140961,0.00652242638171,1.8494682763e-07,-1.50242716046e-08,-1.18385423775e-06,1,-0.0117920078337,-0.152324303985,0.00010871142149,0.976068973541,0,658.149597168,-0.725440979004,122.562507629
0.0603898763657,0.0573442950845,0.0774024575949,0.055812291801,0.0451806336641,0.0468923076987,0,0.00898378528655,0.0639643331298,0.0468923076987,0.000142434539157,0.00872598681599,1.63168948575e-07,-6.88504542268e-09,-1.22526864743e-06,1,-0.0173424445093,-0.129937514663,6.05558343523e-05,0.979275107384,0,667.571594238,-0.442862659693,100.433311462
0.0464294590056,0.0447234883904,0.0595313571393,0.0437317937613,0.0605451464653,0.0625230744481,0,0.0109140910208,0.0797138394523,0.0625230744481,0.00012501879246,0.0106290988624,1.3645536967e-07,-3.11591219493e-09,-1.16716194043e-06,1,-0.0228189565241,-0.114277198911,4.0781993448e-05,0.981194615364,0,673.776855469,-0.318988472223,86.0028381348
0.0358894020319,0.0348807647824,0.0463025718927,0.0342548564076,0.0759644880891,0.0781538486481,0,0.0126249082386,0.0954379609745,0.0781538486481,0.000111255561933,0.0123109668493,1.09895474054e-07,9.58261595074e-11,-1.05501840153e-06,1,-0.0282406378537,-0.101837232709,3.01127638522e-05,0.982537448406,0,678.370239258,-0.25501203537,75.1304473877
0.0276760905981,0.0270688328892,0.0360657945275,0.0266867857426,0.0914347544312,0.0937846153975,0,0.0141543662176,0.111143377584,0.0937846153975,9.96316666715e-05,0.0138123966753,8.57763495787e-08,8.13464851035e-10,-9.19820706713e-07,1,-0.033611394465,-0.0912922620773,2.3444494218e-05,0.983551859856,0,681.924682617,-0.210875675082,66.3057479858
0.0214821789414,0.0211090389639,0.0282579604536,0.0208739694208,0.106940254569,0.109415382147,0,0.0155266430229,0.126834267068,0.109415382147,8.94071054063e-05,0.015158415772,6.5953919659e-08,1.84910808887e-09,-7.87508895428e-07,1,-0.0389469265938,-0.0819906294346,1.88673529919e-05,0.984353244305,0,684.635742188,-0.183434486389,58.8367958069
0.0156660489738,0.0154473008588,0.0211372599006,0.0153212696314,0.122475922108,0.125046148896,0,0.0167583134025,0.142513485196,0.125046148896,8.01628120826e-05,0.0163658894598,4.685524857e-08,3.97005450736e-09,-6.2162746417e-07,1,-0.0442522801459,-0.0735620334744,1.55046582222e-05,0.985004246235,0,687.108215332,-0.166229560971,52.2135276794
0.0100540751591,0.00993931572884,0.0144458077848,0.00989037100226,0.138047531247,0.140676930547,0,0.0178613532335,0.158183138411,0.140676915646,7.16377981007e-05,0.0174468811601,2.88302253182e-08,4.49455761498e-09,-4.26118617725e-07,1,-0.0495217069983,-0.0657750219107,1.29093723444e-05,0.985542476177,0,689.431640625,-0.150958135724,46.2055892944
0.00537709565833,0.00532471202314,0.0088527649641,0.00531364418566,0.153650984168,0.156307697296,0,0.0188447348773,0.173844808457,0.156307697296,6.36575059616e-05,0.0184103660285,1.45890846071e-08,4.28635660299e-09,-2.40563537091e-07,1,-0.0547592788935,-0.0584746226668,1.08256936073e-05,0.985992074013,0,691.373657227,-0.138653993607,40.7197952271
0.00167701242026,0.00165928166825,0.00437329849228,0.00165971810929,0.169279828668,0.171938464046,0,0.0197153538465,0.189499802758,0.171938464046,5.60991647944e-05,0.0192632172257,4.32983915388e-09,3.87188237028e-09,-7.78727269335e-08,1,-0.0599714554846,-0.0515514425933,9.09467507881e-06,0.986369371414,0,692.929077148,-0.12921397388,35.6459007263
-0.00180096970871,-0.00179900228977,0.000231826808886,-0.00180450337939,0.184928402305,0.187569230795,0,0.0204786024988,0.205149193087,0.187569230795,4.88722398586e-05,0.0200107842684,-3.79176645637e-09,4.96825647289e-09,8.99566430235e-08,1,-0.0651639029384,-0.0449248105288,7.61697674534e-06,0.986685872078,0,694.36706543,-0.123291097581,30.8634223938
-0.00540170352906,-0.00538881123066,-0.00393552659079,-0.00541634764522,0.20060133934,0.203199997544,0,0.0211387388408,0.220793893441,0.203199997544,4.19074967795e-05,0.0206572934985,-1.04736539441e-08,5.11139708337e-09,2.75749926004e-07,1,-0.0703319832683,-0.0385330021381,6.32057572147e-06,0.986949920654,0,695.814086914,-0.11763664335,26.3001098633
