"C_p_2nd","C_p_ise","C_p_lin","C_p_sln","Phi_u","Points:0","Points:1","Points:2","arc_length","centroid:0","centroid:1","centroid:2","dC_f:0","dC_f:1","dC_f:2","inclination","mu","normals:0","normals:1","normals:2","sigma","v:0","v:1","v:2"
-0.0193324293941,-0.0193233191967,-0.0199451707304,-0.020128980279,0.34260571003,0.343876928091,0,0.0228057969362,0.361497157405,0.343876928091,-1.57133908942e-05,0.0222897082567,1.56699790921e-08,1.44489809006e-09,1.06344418782e-06,1,-0.044255822897,0.0144573375583,-2.19792127609e-06,0.987580895424,0,1052.05957031,-0.143562152982,-13.6811141968
-0.0206861719489,-0.0206615496427,-0.0212361998856,-0.0215888656676,0.358402013779,0.359507679939,0,0.0225308407098,0.377130327406,0.359507679939,-2.20882157009e-05,0.0220204871148,2.32053860572e-08,1.00471930775e-09,1.1233321402e-06,1,-0.0460441298783,0.0203206129372,-3.12427687277e-06,0.98748010397,0,1052.73193359,-0.143988206983,-19.1276798248
-0.0219364222139,-0.0218888539821,-0.0223572552204,-0.02293664217,0.374211251736,0.37513846159,0,0.0221624840051,0.392765448821,0.37513846159,-2.85566402454e-05,0.0216597989202,3.12142454106e-08,4.78413142435e-10,1.17055446935e-06,1,-0.0478195212781,0.0262675620615,-4.10775328419e-06,0.987343072891,0,1053.3157959,-0.14549703896,-24.6109447479
-0.0231720972806,-0.0230930522084,-0.0234014727175,-0.0242679193616,0.390032917261,0.39076924324,0,0.0216991435736,0.408403096322,0.39076924324,-3.51504822902e-05,0.0212060865015,3.96650463586e-08,2.12447545667e-10,1.20903951029e-06,1,-0.0495824590325,0.0323271937668,-5.16573572895e-06,0.987167477608,0,1053.85961914,-0.147243022919,-30.1558990479
-0.0245410613716,-0.0244203936309,-0.0245284587145,-0.0257450584322,0.405868470669,0.406399995089,0,0.0211387388408,0.424043890957,0.406399995089,-4.19074967795e-05,0.0206572934985,4.86996292182e-08,-6.11540462367e-12,1.24538075852e-06,1,-0.0513315349817,0.0385330021381,-6.32057572147e-06,0.986949920654,0,1054.44665527,-0.1493781358,-35.7742576599
-0.0257779471576,-0.0256047230214,-0.0254319403321,-0.027071705088,0.421720057726,0.422030776739,0,0.0204786024988,0.439688606198,0.422030776739,-4.88722398586e-05,0.0200107842684,5.76276519837e-08,-1.07347375433e-09,1.26501049635e-06,1,-0.0530645661056,0.0449248105288,-7.61697674534e-06,0.986685872078,0,1054.91723633,-0.155938863754,-41.5572967529
-0.0267704091966,-0.0265326481313,-0.0259709991515,-0.0281195007265,0.437584608793,0.437661528587,0,0.0197153538465,0.455337981644,0.437661528587,-5.60991647944e-05,0.0192632172257,6.59653238699e-08,-1.64060287577e-09,1.26189183902e-06,1,-0.0547846257687,0.0515514425933,-9.09467507881e-06,0.986369371414,0,1055.19799805,-0.162535116076,-47.589553833
-0.0277392603457,-0.0274224840105,-0.0263756923378,-0.0291306748986,0.453462511301,0.453292310238,0,0.0188447348773,0.470992990823,0.453292310238,-6.36575059616e-05,0.0184103660285,7.39218606327e-08,-2.18274709418e-09,1.24646862787e-06,1,-0.0564913488925,0.0584746226668,-1.08256936073e-05,0.985992074013,0,1055.40869141,-0.170880153775,-53.9049377441
-0.0287440735847,-0.0283305309713,-0.0266910158098,-0.0301689356565,0.469354718924,0.468923062086,0,0.0178613532335,0.486654645998,0.468923091888,-7.16377981007e-05,0.0174468811601,8.14317075992e-08,-2.71000288876e-09,1.2203300912e-06,1,-0.0581837557256,0.0657750219107,-1.29093723444e-05,0.985542476177,0,1055.57299805,-0.181324645877,-60.5777206421
-0.0294939912856,-0.028966171667,-0.0265415236354,-0.0309030655771,0.485262960196,0.484553843737,0,0.0167583134025,0.502324299212,0.484553843737,-8.01628120826e-05,0.0163658894598,8.73464642837e-08,-3.95072641268e-09,1.17068236705e-06,1,-0.0598601102829,0.0735620334744,-1.55046582222e-05,0.985004246235,0,1055.49511719,-0.201819255948,-67.8393173218
-0.0296573452652,-0.0290008187294,-0.025477591902,-0.0309567563236,0.501183629036,0.500184595585,0,0.0155266430229,0.518003502485,0.500184595585,-8.94071054063e-05,0.015158415772,9.02977035366e-08,-5.08044450953e-09,1.0859782833e-06,1,-0.0615240596235,0.0819906294346,-1.88673529919e-05,0.984353244305,0,1054.94104004,-0.230587005615,-76.0313720703
-0.0301559939981,-0.0293350666761,-0.0244962573051,-0.0313562117517,0.517113387585,0.515815377235,0,0.0141543662176,0.533694406813,0.515815377235,-9.96316666715e-05,0.0138123966753,9.27653331928e-08,-4.58446436369e-09,1.00038653272e-06,1,-0.0631789192557,0.0912922620773,-2.3444494218e-05,0.983551859856,0,1054.42993164,-0.247483417392,-85.0850601196
-0.0303297955543,-0.0293213203549,-0.0226525776088,-0.0313614234328,0.533065795898,0.531446158886,0,0.0126249082386,0.549399838253,0.531446158886,-0.000111255561933,0.0123109668493,9.2201418056e-08,-6.82890544113e-09,8.92503805972e-07,1,-0.0648111328483,0.101837232709,-3.01127638522e-05,0.982537448406,0,1053.46960449,-0.31936788559,-95.8224029541
-0.0302448943257,-0.0290065221488,-0.0197458490729,-0.0310279224068,0.549028098583,0.547076940536,0,0.0109140910208,0.565123967182,0.547076940536,-0.00012501879246,0.0106290988624,8.84568009951e-08,-6.50158904492e-09,7.6175859931e-07,1,-0.0664334073663,0.114277198911,-4.0781993448e-05,0.981194615364,0,1051.95568848,-0.378648430109,-109.045448303
-0.0300433188677,-0.0285409931093,-0.0152495726943,-0.0305292215198,0.56501865387,0.562707662582,0,0.00898378528655,0.580873429138,0.562707662582,-0.000142434539157,0.00872598681599,8.13097003061e-08,-8.26239610063e-09,6.16995635028e-07,1,-0.0680275037885,0.129937514663,-6.05558343523e-05,0.979275107384,0,1049.6138916,-0.555514037609,-126.740577698
-0.0278306733817,-0.0262747257948,-0.0046257302165,-0.0279829464853,0.581035673618,0.578338444233,0,0.00676574045792,0.596660799339,0.578338444233,-0.00016754140961,0.00652242638171,6.56748539996e-08,-9.53581125174e-09,4.27841285955e-07,1,-0.0695951059461,0.152324303985,-0.00010871142149,0.976068973541,0,1044.08056641,-0.994848549366,-156.106170654
-0.0102556440979,-0.0255904830992,0.0565651394427,-0.0253356844187,0.597091794014,0.593969225883,0,0.00410420680419,0.612516558431,0.591885149479,-0.000278763851384,0.00416900310665,5.84701780326e-08,-1.2754665768e-08,2.85332362182e-07,1,-0.0711236149073,0.199923887849,-0.0308536030352,0.966830134392,0,1012.21026611,5.54187870026,-270.293273926
0.0135510545224,-0.0270129945129,0.137253493071,-0.0241259876639,0.613278269768,0.609600007534,0,0,0.62867718492,0.599179506302,0,0,7.03045728301e-08,8.70414868247e-15,5.68434197078e-15,1,-0.0725217014551,0.251035004854,0,0,0,970.184875488,7.62939464494e-07,2.28881845032e-06
-0.0102556506172,-0.0255904961377,0.0565651319921,-0.0253356993198,0.597091794014,0.593969225883,0,-0.00410420680419,0.644837811408,0.591885149479,0.000278763851384,-0.00416900310665,5.84702064543e-08,1.27546719852e-08,-2.85332561134e-07,1,-0.0711236149073,0.199923887849,0.0308536030352,-0.966830134392,0,1012.21020508,-5.5418920517,270.293273926
-0.0278306808323,-0.0262747332454,-0.00462574139237,-0.0279829539359,0.581035673618,0.578338444233,0,-0.00676574045792,0.660693570501,0.578338444233,0.00016754140961,-0.00652242638171,6.56748682104e-08,9.53579526453e-09,-4.27841342798e-07,1,-0.0695951059461,0.152324303985,0.00010871142149,-0.976068973541,0,1044.08056641,0.994873344898,156.106170654
-0.0300433058292,-0.0285409819335,-0.0152495577931,-0.0305292084813,0.56501865387,0.562707662582,0,-0.00898378528655,0.676480940702,0.562707662582,0.000142434539157,-0.00872598681599,8.13096647789e-08,8.26239965335e-09,-6.16995407654e-07,1,-0.0680275037885,0.129937514663,6.05558343523e-05,-0.979275107384,0,1049.6138916,0.555527031422,126.740600586
-0.0302448943257,-0.0290065221488,-0.0197458509356,-0.0310279224068,0.549028098583,0.547076940536,0,-0.0109140910208,0.692230402658,0.547076940536,0.00012501879246,-0.0106290988624,8.84568009951e-08,6.50162013116e-09,-7.6175859931e-07,1,-0.0664334073663,0.114277198911,4.0781993448e-05,-0.981194615364,0,1051.95568848,0.378644943237,109.045448303
-0.0303298123181,-0.0293213352561,-0.0226525962353,-0.0313614420593,0.533065795898,0.531446158886,0,-0.0126249082386,0.707954531586,0.531446158886,0.000111255561933,-0.0123109668493,9.22014748994e-08,6.82886502901e-09,-8.92504317562e-07,1,-0.0648111328483,0.101837232709,3.01127638522e-05,-0.982537448406,0,1053.46960449,0.319389820099,95.8223876953
-0.0301559697837,-0.0293350424618,-0.0244962312281,-0.0313561856747,0.517113387585,0.515815377235,0,-0.0141543662176,0.723659963026,0.515815377235,9.96316666715e-05,-0.0138123966753,9.27652550331e-08,4.58450699625e-09,-1.00038562323e-06,1,-0.0631789192557,0.0912922620773,2.3444494218e-05,-0.983551859856,0,1054.42993164,0.247472122312,85.085067749
-0.0296573098749,-0.0290007870644,-0.0254775509238,-0.030956717208,0.501183629036,0.500184595585,0,-0.0155266430229,0.739350867355,0.500184595585,8.94071054063e-05,-0.015158415772,9.02976040607e-08,5.08043029868e-09,-1.08597714643e-06,1,-0.0615240596235,0.0819906294346,1.88673529919e-05,-0.984353244305,0,1054.94104004,0.230547428131,76.0313720703
-0.0294940285385,-0.0289662089199,-0.0265415664762,-0.030903108418,0.485262960196,0.484553843737,0,-0.0167583134025,0.755030070627,0.484553843737,8.01628120826e-05,-0.0163658894598,8.73465779705e-08,3.95060339997e-09,-1.17068395866e-06,1,-0.0598601102829,0.0735620334744,1.55046582222e-05,-0.985004246235,0,1055.49511719,0.201900005341,67.8392791748
-0.0287440847605,-0.0283305421472,-0.0266910288483,-0.0301689468324,0.469354718924,0.468923062086,0,-0.0178613532335,0.770699723842,0.468923091888,7.16377981007e-05,-0.0174468811601,8.14317360209e-08,2.71013078645e-09,-1.22033054595e-06,1,-0.0581837557256,0.0657750219107,1.29093723444e-05,-0.985542476177,0,1055.57299805,0.181383773685,60.577709198
-0.0277392622083,-0.0274224858731,-0.0263756942004,-0.0291306767613,0.453462511301,0.453292310238,0,-0.0188447348773,0.786361379016,0.453292310238,6.36575059616e-05,-0.0184103660285,7.39218677381e-08,2.1827422092e-09,-1.24646874156e-06,1,-0.0564913488925,0.0584746226668,1.08256936073e-05,-0.985992074013,0,1055.40869141,0.170881912112,53.9049339294
-0.0267704110593,-0.0265326499939,-0.0259710010141,-0.0281195025891,0.437584608793,0.437661528587,0,-0.0197153538465,0.802016388195,0.437661528587,5.60991647944e-05,-0.0192632172257,6.59653238699e-08,1.64060764973e-09,-1.26189195271e-06,1,-0.0547846257687,0.0515514425933,9.09467507881e-06,-0.986369371414,0,1055.19799805,0.162535980344,47.589553833
-0.0257779471576,-0.0256047211587,-0.0254319403321,-0.027071705088,0.421720057726,0.422030776739,0,-0.0204786024988,0.817665763641,0.422030776739,4.88722398586e-05,-0.0200107842684,5.76276519837e-08,1.07347375433e-09,-1.26501038267e-06,1,-0.0530645661056,0.0449248105288,7.61697674534e-06,-0.986685872078,0,1054.91723633,0.155937433243,41.5572967529
-0.0245410576463,-0.0244203917682,-0.0245284568518,-0.0257450565696,0.405868470669,0.406399995089,0,-0.0211387388408,0.833310478883,0.406399995089,4.19074967795e-05,-0.0206572934985,4.86996256654e-08,6.12014128612e-12,-1.24538064483e-06,1,-0.0513315349817,0.0385330021381,6.32057572147e-06,-0.986949920654,0,1054.44665527,0.149375036359,35.7742614746
-0.0231720991433,-0.0230930522084,-0.0234014745802,-0.0242679212242,0.390032917261,0.39076924324,0,-0.0216991435736,0.848951273518,0.39076924324,3.51504822902e-05,-0.0212060865015,3.96650463586e-08,-2.12452277992e-10,-1.20903962397e-06,1,-0.0495824590325,0.0323271937668,5.16573572895e-06,-0.987167477608,0,1053.85961914,0.147242069244,30.1558971405
-0.0219364222139,-0.0218888521194,-0.0223572552204,-0.0229366403073,0.374211251736,0.37513846159,0,-0.0221624840051,0.864588921019,0.37513846159,2.85566402454e-05,-0.0216597989202,3.12142454106e-08,-4.78422634842e-10,-1.17055446935e-06,1,-0.0478195212781,0.0262675620615,4.10775328419e-06,-0.987343072891,0,1053.3157959,0.145497322083,24.6109466553
-0.0206861719489,-0.02066154778,-0.021236198023,-0.0215888638049,0.358402013779,0.359507679939,0,-0.0225308407098,0.880224042434,0.359507679939,2.20882157009e-05,-0.0220204871148,2.32053842808e-08,-1.00471220232e-09,-1.1233321402e-06,1,-0.0460441298783,0.0203206129372,3.12427687277e-06,-0.98748010397,0,1052.73193359,0.143988892436,19.1276798248
-0.0193324312568,-0.0193233210593,-0.019945172593,-0.020128980279,0.34260571003,0.343876928091,0,-0.0228057969362,0.895857212435,0.343876928091,1.57133908942e-05,-0.0222897082567,1.56699790921e-08,-1.44490053255e-09,-1.06344430151e-06,1,-0.044255822897,0.0144573375583,2.19792127609e-06,-0.987580895424,0,1052.05957031,0.143562316895,13.6811132431
-0.0178413782269,-0.0178412273526,-0.0184525959194,-0.0185236893594,0.3268224895,0.328246146441,0,-0.022988487035,0.911489061675,0.328246146441,9.40290465223e-06,-0.022468585521,8.79319728142e-09,-1.99923522182e-09,-9.89786144601e-07,1,-0.0424544475973,0.00865183118731,1.30385160446e-06,-0.987647294998,0,1051.28210449,0.143956124783,8.23516082764
-0.0161719266325,-0.0161751266569,-0.0167183056474,-0.0167326387018,0.311053335667,0.312615394592,0,-0.0230796504766,0.927120079368,0.312615394592,3.13005875796e-06,-0.0225578453392,2.76796319199e-09,-2.47929921038e-09,-9.00965517303e-07,1,-0.0406389646232,0.00288021937013,4.32133674622e-07,-0.987680196762,0,1050.37890625,0.145409375429,2.75423073769
-0.0145330354571,-0.0145352017134,-0.0149676976725,-0.0149824656546,0.295299142599,0.296984612942,0,-0.0230796504766,0.942750861018,0.296984612942,-3.13005875796e-06,-0.0225578453392,-2.23553975331e-09,-2.32754149287e-09,-8.09677487723e-07,1,-0.0388085581362,-0.00288021937013,-4.32133674622e-07,-0.987680196762,0,1049.46704102,0.147603109479,-2.79573249817
-0.0128342201933,-0.0128321358934,-0.0131047135219,-0.0131798358634,0.279557347298,0.281353861094,0,-0.022988487035,0.958381878711,0.281353831291,-9.40290465223e-06,-0.022468585521,-6.08100947375e-09,-2.97180702269e-09,-7.12060568731e-07,1,-0.0369657203555,-0.00865183118731,-1.30385160446e-06,-0.987647294998,0,1048.49682617,0.150785967708,-8.44756126404
-0.0106625808403,-0.0106546068564,-0.0106948763132,-0.010895114392,0.263830274343,0.265723079443,0,-0.0228057969362,0.974013727952,0.265723079443,-1.57133908942e-05,-0.0222897082567,-8.3814315488e-09,-3.90408771977e-09,-5.86666544677e-07,1,-0.0351081751287,-0.0144573375583,-2.19792127609e-06,-0.987580895424,0,1047.24169922,0.155878290534,-14.2562093735
-0.00834503304213,-0.00833152979612,-0.00808261614293,-0.00847875978798,0.248122125864,0.250092297792,0,-0.0225308407098,0.98964692775,0.250092327595,-2.20882157009e-05,-0.0220204871148,-9.1458964846e-09,-3.4518095049e-09,-4.53319017879e-07,1,-0.0332317203283,-0.0203206129372,-3.12427687277e-06,-0.98748010397,0,1045.88110352,0.160579606891,-20.2503547668
-0.00609578704461,-0.00607940088958,-0.00548891490325,-0.00615971442312,0.232429638505,0.234461545944,0,-0.0221624840051,1.00528201937,0.234461545944,-2.85566402454e-05,-0.0216597989202,-8.46534042864e-09,-3.61374508095e-09,-3.2555414009e-07,1,-0.031339596957,-0.0262675620615,-4.10775328419e-06,-0.987343072891,0,1044.53027344,0.167159035802,-26.458147049
-0.00374145875685,-0.00372765655629,-0.00272535230033,-0.00376028264873,0.21675337851,0.218830764294,0,-0.0216991435736,1.02091966687,0.218830764294,-3.51504822902e-05,-0.0212060865015,-6.21109697008e-09,-3.51310092128e-09,-1.95691455929e-07,1,-0.0294312369078,-0.0323271937668,-5.16573572895e-06,-0.987167477608,0,1043.09082031,0.174660757184,-32.9325942993
-0.00138709554449,-0.00138430099469,0.000109923093987,-0.00139118998777,0.20109282434,0.203199997544,0,-0.0211387388408,1.0365604764,0.203199997544,-4.19074967795e-05,-0.0206572934985,-2.58849941481e-09,-3.2238287595e-09,-7.11849494905e-08,1,-0.0275071784854,-0.0385330021381,-6.32057572147e-06,-0.986949920654,0,1041.61413574,0.18318502605,-39.7105484009
0.00142349046655,0.00139780063182,0.00348642934114,0.00139157555532,0.185446694493,0.187569230795,0,-0.0204786024988,1.05220517675,0.187569230795,-4.88722398586e-05,-0.0200107842684,3.36461991601e-09,-4.10090139624e-09,6.81438478978e-08,1,-0.0255686882883,-0.0449248105288,-7.61697674534e-06,-0.986685872078,0,1039.85546875,0.198473930359,-46.9395751953
0.00453107710928,0.00445339363068,0.00725835375488,0.00441907020286,0.16982126236,0.171938464046,0,-0.0197153538465,1.06785456708,0.171938464046,-5.60991647944e-05,-0.0192632172257,1.12471001401e-08,-3.12698511529e-09,2.10910698684e-07,1,-0.0236095041037,-0.0515514425933,-9.09467507881e-06,-0.986369371414,0,1037.89099121,0.21004883945,-54.6774635315
0.00749470805749,0.00733621045947,0.0110056838021,0.0072450437583,0.154212445021,0.156307697296,0,-0.0188447348773,1.08350956138,0.156307697296,-6.36575059616e-05,-0.0184103660285,1.9935502138e-08,-2.60757393455e-09,3.32467777753e-07,1,-0.0216337144375,-0.0584746226668,-1.08256936073e-05,-0.985992074013,0,1035.93920898,0.226540729403,-62.946975708
0.0113708209246,0.011066426523,0.0157960467041,0.0108553739265,0.138619259,0.140676930547,0,-0.0178613532335,1.09917123143,0.140676915646,-7.16377981007e-05,-0.0174468811601,3.20371107421e-08,-3.70255404114e-09,4.74921733939e-07,1,-0.01964228414,-0.0657750219107,-1.29093723444e-05,-0.985542476177,0,1033.44421387,0.25936254859,-72.1504974365
0.0159899741411,0.0154490955174,0.0215014535934,0.0150492144749,0.123052723706,0.125046148896,0,-0.0167583134025,1.11484088464,0.125046148896,-8.01628120826e-05,-0.0163658894598,4.67796716919e-08,-2.17666129565e-09,6.22491711511e-07,1,-0.0176241975278,-0.0735620334744,-1.55046582222e-05,-0.985004246235,0,1030.47265625,0.285261780024,-82.4661560059
0.0212706811726,0.0203467272222,0.0280896276236,0.0196645352989,0.107508301735,0.109415382147,0,-0.0155266430229,1.13052010277,0.109415382147,-8.94071054063e-05,-0.015158415772,6.35864267906e-08,-2.12998441107e-09,7.58884596053e-07,1,-0.0155840059742,-0.0819906294346,-1.88673529919e-05,-0.984353244305,0,1027.04125977,0.335402965546,-94.22215271
0.0272992290556,0.0257685612887,0.0357592962682,0.0247110109776,0.0919938609004,0.0937846153975,0,-0.0141543662176,1.14621099226,0.0937846153975,-9.96316666715e-05,-0.0138123966753,8.16269505322e-08,5.20377803348e-11,8.76174340192e-07,1,-0.0135138342157,-0.0912922620773,-2.3444494218e-05,-0.983551859856,0,1023.04663086,0.38644695282,-107.89491272
