 method
 GMRES
 N=         332
 iteration,||err||
   289, 1.981E-03
   290, 1.697E-03
   291, 1.513E-03
   292, 1.503E-03
   293, 1.502E-03
   294, 1.501E-03
   295, 1.500E-03
   296, 1.500E-03
   297, 1.500E-03
   298, 1.500E-03
   299, 1.500E-03
   300, 1.500E-03
   301, 1.500E-03
   302, 1.500E-03
   303, 1.497E-03
   304, 1.468E-03
   305, 1.464E-03
   306, 1.462E-03
   307, 1.462E-03
   308, 1.462E-03
   309, 1.462E-03
   310, 1.462E-03
   311, 1.462E-03
   312, 1.462E-03
   313, 1.462E-03
   314, 1.461E-03
   315, 1.460E-03
   316, 1.458E-03
   317, 1.458E-03
   318, 1.438E-03
   319, 1.346E-03
   320, 7.075E-04
   321, 2.552E-04
   322, 1.041E-04
   323, 2.342E-05
   324, 7.326E-06
   325, 1.778E-06
   326, 2.403E-07
   327, 1.349E-08
   328, 2.626E-09
   329, 2.423E-09
   330, 2.423E-09
   331, 2.423E-09
