 method
 GMRES
 N=        1285
 iteration,||err||
   289, 1.849E-09
   290, 1.849E-09
   291, 1.849E-09
   292, 1.849E-09
   293, 1.849E-09
   294, 1.849E-09
   295, 1.849E-09
   296, 1.849E-09
   297, 1.849E-09
   298, 1.849E-09
   299, 1.849E-09
   300, 1.849E-09
   301, 1.848E-09
   302, 1.847E-09
   303, 1.845E-09
   304, 1.837E-09
   305, 1.823E-09
   306, 1.797E-09
   307, 1.752E-09
   308, 1.720E-09
   309, 1.698E-09
   310, 1.690E-09
   311, 1.688E-09
   312, 1.687E-09
   313, 1.686E-09
   314, 1.686E-09
   315, 1.686E-09
   316, 1.686E-09
   317, 1.686E-09
   318, 1.686E-09
   319, 1.686E-09
   320, 1.686E-09
   321, 1.686E-09
   322, 1.686E-09
   323, 1.686E-09
   324, 1.686E-09
   325, 1.685E-09
   326, 1.685E-09
   327, 1.685E-09
   328, 1.684E-09
   329, 1.681E-09
   330, 1.673E-09
   331, 1.659E-09
   332, 1.628E-09
   333, 1.560E-09
   334, 1.457E-09
   335, 1.383E-09
   336, 1.338E-09
   337, 1.327E-09
   338, 1.324E-09
   339, 1.324E-09
   340, 1.323E-09
   341, 1.323E-09
   342, 1.323E-09
   343, 1.323E-09
   344, 1.323E-09
   345, 1.323E-09
   346, 1.323E-09
   347, 1.323E-09
   348, 1.323E-09
   349, 1.323E-09
   350, 1.323E-09
   351, 1.323E-09
   352, 1.323E-09
   353, 1.322E-09
   354, 1.320E-09
   355, 1.312E-09
   356, 1.298E-09
   357, 1.285E-09
   358, 1.281E-09
   359, 1.280E-09
   360, 1.279E-09
   361, 1.279E-09
   362, 1.279E-09
   363, 1.279E-09
   364, 1.279E-09
   365, 1.279E-09
   366, 1.279E-09
   367, 1.279E-09
   368, 1.279E-09
   369, 1.279E-09
   370, 1.279E-09
   371, 1.279E-09
   372, 1.279E-09
   373, 1.279E-09
   374, 1.279E-09
   375, 1.279E-09
   376, 1.279E-09
   377, 1.279E-09
   378, 1.279E-09
   379, 1.279E-09
   380, 1.279E-09
   381, 1.279E-09
   382, 1.279E-09
   383, 1.279E-09
   384, 1.279E-09
   385, 1.279E-09
   386, 1.279E-09
   387, 1.279E-09
   388, 1.279E-09
   389, 1.279E-09
   390, 1.279E-09
   391, 1.279E-09
   392, 1.279E-09
   393, 1.279E-09
   394, 1.279E-09
   395, 1.279E-09
   396, 1.279E-09
   397, 1.279E-09
   398, 1.279E-09
   399, 1.278E-09
   400, 1.277E-09
   401, 1.271E-09
   402, 1.254E-09
   403, 1.220E-09
   404, 1.195E-09
   405, 1.179E-09
   406, 1.173E-09
   407, 1.171E-09
   408, 1.170E-09
   409, 1.170E-09
   410, 1.170E-09
   411, 1.170E-09
   412, 1.170E-09
   413, 1.170E-09
   414, 1.170E-09
   415, 1.170E-09
   416, 1.170E-09
   417, 1.170E-09
   418, 1.170E-09
   419, 1.170E-09
   420, 1.170E-09
   421, 1.170E-09
   422, 1.169E-09
   423, 1.167E-09
   424, 1.160E-09
   425, 1.149E-09
   426, 1.132E-09
