 method
 GMRES
 N=         419
 iteration,||err||
     1, 4.415E-02
     2, 9.613E-03
     3, 1.695E-03
     4, 1.852E-04
     5, 4.604E-05
     6, 3.308E-06
     7, 5.468E-07
     8, 5.709E-08
     9, 1.395E-08
    10, 2.310E-09
    11, 2.918E-10
    12, 4.440E-11
    13, 8.067E-12
    14, 1.720E-12
    15, 2.096E-13
