"C_p_inc","Points:0","Points:1","Points:2","arc_length","dC_f:0","dC_f:1","dC_f:2","inclination","mu","sigma","v:0","v:1","v:2"
0.173691704869,43.9901542664,24.9899997711,0,0,0.00570670934394,-0.00570674799383,-0.0535470470786,1,-0.893585085869,-0.0326802432537,146.627639771,16.1604671478,13.9043636322
0.155074626207,43.7882423401,24.9899997711,-0.0215184111148,0.203055332328,0.00559476483613,-0.00559479976073,-0.0524671971798,1,-0.874102115631,-0.0327413156629,148.416885376,14.3366851807,14.2981672287
0.147862657905,43.710308075,24.9899997711,-0.0298241749406,0.28143093692,0.00554737122729,-0.00554740568623,-0.0520111583173,1,-0.866584122181,-0.0327647067606,149.108520508,13.6339673996,14.4501266479
0.120750956237,43.4396591187,24.9899997711,-0.058715172112,0.553617540674,0.00556944450364,-0.00556947989389,-0.0521450042725,1,-0.848898053169,-0.0329065360129,151.6665802,11.0745191574,15.0164680481
0.110292539001,43.3351898193,24.9899997711,-0.0698666349053,0.658680329624,0.00557943247259,-0.00557946786284,-0.0522103905678,1,-0.842069089413,-0.0329611860216,152.65145874,10.0898733139,15.2344551086
0.0950170010328,42.9767074585,24.9899997711,-0.108215495944,1.01920805141,0.00583686167374,-0.00583689939231,-0.0545199885964,1,-0.823444128036,-0.0331489816308,154.024673462,8.71364498138,15.5563297272
0.0891315191984,42.8383369446,24.9899997711,-0.123017542064,1.15836803018,0.00593815371394,-0.00593819189817,-0.0554292984307,1,-0.816246509552,-0.0332215465605,154.552841187,8.18525505066,15.6800956726
0.0760202407837,42.370967865,24.9899997711,-0.17315582931,1.62841877681,0.00606214813888,-0.0060621839948,-0.0564172528684,1,-0.796898007393,-0.0335381217301,155.699798584,7.0329709053,15.9748840332
0.0709688216448,42.1905708313,24.9899997711,-0.192508414388,1.8098508917,0.00611244188622,-0.00611247867346,-0.0568209141493,1,-0.789412140846,-0.0336602516472,156.140960693,6.59102201462,16.088218689
0.0583377927542,41.5936546326,24.9899997711,-0.256898730993,2.41022998958,0.00588558474556,-0.00588562292978,-0.0545652285218,1,-0.770375072956,-0.0339528284967,157.222518921,5.50111627579,16.3672046661
0.0534686073661,41.3632545471,24.9899997711,-0.281752347946,2.64196669719,0.00580066395923,-0.00580070121214,-0.0537188276649,1,-0.762997746468,-0.0340657755733,157.638839722,5.08337593079,16.4744739532
0.0402131788433,40.620552063,24.9899997711,-0.36204329133,3.38899655972,0.00494491215795,-0.00494494428858,-0.0458064638078,1,-0.746305584908,-0.034001365304,158.756759644,3.95368480682,16.7065868378
0.0350976325572,40.3338813782,24.9899997711,-0.393034309149,3.67733754661,0.00461678998545,-0.00461681978777,-0.0427729450166,1,-0.739820480347,-0.0339765138924,159.187606812,3.5207452774,16.7957725525
