"C_p_inc","Points:0","Points:1","Points:2","arc_length","dC_f:0","dC_f:1","dC_f:2","inclination","mu","sigma","v:0","v:1","v:2"
-0.71324723959,18.6693401337,17.9799995422,0.522853016853,20.220268253,0.0307261105627,-0.0307261161506,-0.0859804674983,1,-0.44844737649,0.253979176283,194.660354614,-31.1255722046,81.1821136475
-0.702333152294,18.7725410461,17.9799995422,0.555849432945,20.328615804,0.0297527965158,-0.0297528039664,-0.0902940183878,1,-0.414216965437,0.233664155006,195.778137207,-32.2250823975,75.9382019043
-0.686684310436,18.9240703583,17.9799995422,0.604296982288,20.4877016219,0.0283718556166,-0.0283718537539,-0.0965073332191,1,-0.364135324955,0.203836023808,197.432312012,-33.8493232727,68.2617950439
-0.675276696682,19.0432910919,17.9799995422,0.636588275433,20.6112180619,0.027554217726,-0.0275542102754,-0.100684516132,1,-0.327988862991,0.187919139862,197.912384033,-34.3123130798,64.1192626953
-0.658841907978,19.21833992,17.9799995422,0.684000432491,20.7925740788,0.0263923890889,-0.0263923797756,-0.106705330312,1,-0.275082498789,0.164549082518,198.629684448,-35.0016899109,58.0530357361
-0.648860931396,19.3553142548,17.9799995422,0.715003728867,20.9330132926,0.025550512597,-0.0255505014211,-0.111118428409,1,-0.236391797662,0.150048971176,198.918365479,-35.2744598389,54.3488388062
-0.63446855545,19.5564289093,17.9799995422,0.760524809361,21.1392153125,0.024351624772,-0.0243516135961,-0.11747969687,1,-0.179738670588,0.128759086132,199.353469849,-35.6835632324,48.9225349426
-0.623696386814,19.7123985291,17.9799995422,0.790160536766,21.2979755047,0.0234145950526,-0.023414587602,-0.12165389955,1,-0.138366013765,0.115864291787,199.376556396,-35.6920127869,45.6386146545
-0.608111441135,19.941400528,17.9799995422,0.833673655987,21.5310748549,0.0220771487802,-0.0220771431923,-0.127675414085,1,-0.0777626931667,0.0969313159585,199.420913696,-35.7125396729,40.8265380859
-0.596885740757,20.1176242828,17.9799995422,0.861382424831,21.7094637213,0.0210720561445,-0.0210720505565,-0.13153411448,1,-0.0337004996836,0.085462808609,199.251815796,-35.5302772522,37.9270896912
-0.580607891083,20.3763694763,17.9799995422,0.902066290379,21.9713878555,0.0196352731436,-0.0196352563798,-0.137105494738,1,0.0308666657656,0.0686237439513,199.013168335,-35.2702980042,33.6773147583
-0.570598363876,20.5737876892,17.9799995422,0.92776799202,22.1704720795,0.0186830703169,-0.0186830498278,-0.140934124589,1,0.0775880664587,0.058839391917,198.768798828,-35.014415741,31.2403202057
-0.556079864502,20.863653183,17.9799995422,0.965505003929,22.4627837052,0.0173207279295,-0.0173207055777,-0.146465152502,1,0.146076232195,0.0444734767079,198.418746948,-34.6458473206,27.6678028107
-0.548603534698,21.0828399658,17.9799995422,0.988999247551,22.6832260452,0.0163109488785,-0.0163109246641,-0.15059453249,1,0.195838317275,0.0352324210107,198.233093262,-34.450504303,25.428855896
-0.537778437138,21.4046649933,17.9799995422,1.02349507809,23.0068945649,0.0148644112051,-0.0148643869907,-0.156560361385,1,0.268809169531,0.0216640289873,197.968292236,-34.1703109741,22.1459121704
-0.531266510487,21.6458187103,17.9799995422,1.04365050793,23.2488891032,0.0136003615335,-0.0136003345251,-0.160557374358,1,0.321881562471,0.0119994031265,197.787017822,-33.981338501,19.84948349
-0.521838068962,21.9999008179,17.9799995422,1.07324409485,23.6042057497,0.0117870662361,-0.0117870317772,-0.166334763169,1,0.399732470512,-0.00219090213068,197.527816772,-33.7101135254,16.4814605713
-0.514378130436,22.2627773285,17.9799995422,1.08873236179,23.8675381371,0.0102267479524,-0.0102267069742,-0.169439077377,1,0.455879896879,-0.012295005843,197.237869263,-33.4145927429,14.1072425842
-0.503544270992,22.6487503052,17.9799995422,1.11147332191,24.2541804654,0.00798613019288,-0.00798608269542,-0.173934370279,1,0.538267076015,-0.0271305143833,196.818405151,-32.9867210388,10.6244325638
-0.49419900775,22.9321479797,17.9799995422,1.12095308304,24.5377366464,0.00617693457752,-0.0061768819578,-0.175506860018,1,0.596815824509,-0.037628415972,196.356430054,-32.5214347839,8.19071769714
-0.480584919453,23.3482532501,17.9799995422,1.13487195969,24.9540746475,0.00357689429075,-0.00357683398761,-0.177799746394,1,0.682751059532,-0.053042139858,195.683731079,-31.8441295624,4.61997938156
-0.466469675303,23.6500263214,17.9799995422,1.13698518276,25.2558551179,0.0015740863746,-0.00157402281184,-0.176452621818,1,0.742667913437,-0.0643557682633,194.865539551,-31.0249004364,2.0590326786
-0.44584313035,24.0931129456,17.9799995422,1.14008796215,25.6989526057,-0.0013060818892,0.0013061525533,-0.174545139074,1,0.830634117126,-0.0809671878815,193.669235229,-29.8277893066,-1.69897210598
-0.426580965519,24.4108924866,17.9799995422,1.13292062283,26.0168129641,-0.00285918847658,0.00285925902426,-0.169849783182,1,0.889433503151,-0.0905567482114,192.473892212,-28.6336460114,-3.78546380997
-0.398387521505,24.8774776459,17.9799995422,1.12239718437,26.483516782,-0.00509351072833,0.00509358197451,-0.163124665618,1,0.975781321526,-0.104636766016,190.723175049,-26.8858470917,-6.84762048721
-0.378921031952,25.2077140808,17.9799995422,1.1089733839,26.8140259367,-0.00595755176619,0.00595762440935,-0.156983152032,1,1.03124094009,-0.111592575908,189.462493896,-25.6284179688,-8.26087284088
-0.350410670042,25.6925907135,17.9799995422,1.0892636776,27.2993029931,-0.0072018946521,0.00720196496695,-0.148173779249,1,1.11270499229,-0.121805541217,187.614990234,-23.7871742249,-10.3352804184
-0.332221060991,26.0313014984,17.9799995422,1.0698338747,27.6385706059,-0.00770425377414,0.00770431989804,-0.141414016485,1,1.16449975967,-0.127934262156,186.38999939,-22.5671215057,-11.501871109
-0.305568635464,26.5286235809,17.9799995422,1.04130589962,28.1367102441,-0.00842863228172,0.00842869654298,-0.131708815694,1,1.24059903622,-0.136932864785,184.594055176,-20.7801265717,-13.2144098282
-0.288265913725,26.8715839386,17.9799995422,1.01677274704,28.4805469531,-0.00851278472692,0.00851284619421,-0.124319851398,1,1.28767979145,-0.141611605883,183.403823853,-19.5892906189,-14.0237531662
-0.262910425663,27.3751430511,17.9799995422,0.980751514435,28.9853927801,-0.00863300170749,0.0086330678314,-0.11367405206,1,1.35686993599,-0.148481294513,181.658813477,-17.8445034027,-15.2120542526
