"C_p_inc","Points:0","Points:1","Points:2","arc_length","inclination","mu","sigma","v:0","v:1","v:2"
-0.0175574682653,31.0003013611,12,0,0,1,31.090423584,0,135.382049561,26.0294399261,10.6506099701
-0.274008363485,30.7261657715,12,-0.0292385183275,0.275690428632,1,30.7299461365,0,164.393814087,-2.93520092964,17.3600635529
-0.581199288368,30.403219223,12,-0.0636830478907,0.600468658783,1,30.3035526276,0,199.027008057,-37.4605369568,25.2809028625
-0.442228078842,29.7408676147,12,-0.134692117572,1.26661574537,1,29.5391654968,0,191.074005127,-29.4379062653,23.6302337646
-0.275286793709,28.9605827332,12,-0.218344569206,2.05137190438,1,28.6358604431,0,181.595962524,-19.781709671,21.6524276733
-0.236862972379,27.590839386,12,-0.36609390378,3.42906080358,1,27.1317501068,0,179.147079468,-17.2179222107,20.6385345459
-0.19059728086,25.9772090912,12,-0.540150463581,5.05205138097,1,25.3546924591,0,176.227096558,-13.9848575592,19.4171638489
-0.179937168956,23.8735084534,12,-0.742446184158,7.16545620071,1,23.0731773376,0,175.733795166,-13.3016242981,15.9377622604
-0.165095984936,21.395236969,12,-0.980761349201,9.65515973089,1,20.3787746429,0,175.007858276,-12.1616134644,11.8064279556
-0.121875569224,18.907787323,12,-1.05449068546,12.1437018254,1,17.7112464905,0,171.768783569,-9.05179977417,2.29486680031
-0.0872943177819,16.7962970734,12,-1.11707651615,14.2561194121,1,15.4484300613,0,169.191772461,-6.45709753036,-5.81204891205
0.0225416440517,15.1829948425,12,-0.94926738739,15.8781255748,1,13.808555603,0,158.387512207,4.20313215256,-15.4466362
0.115665137768,13.8135309219,12,-0.806821227074,17.2549779047,1,12.4146814346,0,149.260360718,13.3034238815,-23.6765365601
0.252122491598,13.0598773956,12,-0.593313336372,18.0382909054,1,11.7535409927,0,124.493278503,38.0198364258,-14.2041311264
0.369114518166,12.4201316833,12,-0.412075400352,18.7032132812,1,11.1910247803,0,103.371421814,59.1115341187,-6.13220643997
0.144893467426,12.1928930283,12,-0.189194366336,19.0215108805,1,11.1156187057,0,107.847068787,54.6039886475,39.1899757385
-0.0437751822174,12,12,0,19.2917001264,1,11.0512638092,0,111.576179504,50.8169403076,77.5886764526
-0.326164424419,12.1928930283,12,0.189194366336,19.5618893723,1,11.3894281387,0,141.085693359,21.3137264252,89.0819625854
-0.655643165112,12.4201316833,12,0.412075400352,19.8801869715,1,11.7880020142,0,175.840209961,-13.3488492966,102.277427673
-0.640662968159,13.0598773956,12,0.593313336372,20.5451093473,1,12.6503648758,0,186.106689453,-23.6664848328,76.2523498535
-0.624850034714,13.8135309219,12,0.806821227074,21.3284223481,1,13.6676111221,0,198.265319824,-35.7912445068,45.7344818115
-0.512175858021,15.1829948425,12,0.94926738739,22.705274678,1,15.3330612183,0,193.809509277,-31.4531116486,28.8372688293
-0.382107555866,16.7962970734,12,1.11707651615,24.3272808406,1,17.3006496429,0,188.691925049,-26.5136489868,8.99108219147
-0.264922529459,18.907787323,12,1.05449068546,26.4396984273,1,19.6475296021,0,180.931793213,-18.9263706207,-0.089220777154
-0.12740945816,21.395236969,12,0.980761349201,28.9282405219,1,22.4207324982,0,171.814193726,-10.3264045715,-10.8150396347
-0.000554336351342,23.8735084534,12,0.742446184158,31.4179440521,1,24.9062137604,0,161.435974121,-0.263122737408,-12.8838472366
0.103565074503,25.9772090912,12,0.540150463581,33.5313488718,1,27.0140075684,0,152.885040283,8.21698760986,-14.6534080505
0.202092260122,27.590839386,12,0.36609390378,35.1543394492,1,28.4533519745,0,142.519378662,18.6501865387,-12.9099063873
0.284821122885,28.9605827332,12,0.218344569206,36.5320283484,1,29.6761856079,0,133.824401855,27.3674182892,-11.4547691345
0.367391943932,29.7408676147,12,0.134692117572,37.3167845074,1,30.2728996277,0,117.635643005,43.6503944397,-7.95001840591
0.437819361687,30.403219223,12,0.0636830478907,37.982931594,1,30.7806549072,0,104.024200439,57.2953529358,-5.00775527954
0.189800739288,30.7261657715,12,0.0292385183275,38.3077098241,1,30.9476089478,0,121.104431152,40.2809562683,3.46844005585
-0.0175574682653,31.0003013611,12,0,38.5834002528,1,31.090423584,0,135.382049561,26.0294399261,10.6506099701
