"C_p_2nd","C_p_ise","Phi_u","Points:0","Points:1","Points:2","arc_length","dC_f:0","dC_f:1","dC_f:2","inclination","mu","sigma","v:0","v:1","v:2"
0.379199206829,0.374831885099,0.859935104847,0.877641141415,0.238999992609,0,0,-1.09989714474e-05,3.08584185404e-06,8.26026662253e-05,1,-0.0164546836168,-0.0788333117962,188.133026123,13.303565979,26.4423427582
0.329993575811,0.32675755024,0.854743421078,0.871199190617,0.238999992609,-0.000857781909872,0.00649880911315,-9.7267466117e-06,2.72845727523e-06,7.39968018024e-05,1,-0.0151677913964,-0.0767583698034,194.63218689,11.421746254,26.6619796753
0.311163961887,0.308357417583,0.852739691734,0.868713319302,0.238999992609,-0.00118878891226,0.00900662127326,-9.24529831536e-06,2.59321745943e-06,7.072914741e-05,1,-0.0146715454757,-0.0759731754661,197.117172241,10.6995515823,26.7476978302
0.244196623564,0.242710635066,0.846461057663,0.861584603786,0.238999992609,-0.00209636613727,0.0161928776919,-7.63812749938e-06,2.14180045077e-06,5.9608311858e-05,1,-0.0137831447646,-0.0736131668091,205.869354248,8.22717571259,27.1289653778
0.218662276864,0.21767257154,0.844035983086,0.858833730221,0.238999992609,-0.0024465888273,0.0189659556402,-7.04027388565e-06,1.97388158085e-06,5.546340617e-05,1,-0.013442568481,-0.0727200955153,209.20249939,7.29234170914,27.2749519348
0.186384379864,0.185695841908,0.836906135082,0.850972831249,0.238999992609,-0.00344107556157,0.0268895114395,-6.4086675593e-06,1.7968083057e-06,5.05240896018e-05,1,-0.0126696182415,-0.0726589858532,213.265151978,6.14912080765,27.671962738
0.174056529999,0.173480272293,0.834151566029,0.847939431667,0.238999992609,-0.00382483517751,0.0299470896424,-6.17064688413e-06,1.73007822468e-06,4.86621574964e-05,1,-0.012374619022,-0.072635859251,214.814819336,5.71919631958,27.8232135773
0.146253168583,0.145846635103,0.826131403446,0.839300215244,0.238999992609,-0.00492322351784,0.0386558505961,-5.52654637431e-06,1.54953329456e-06,4.35397305409e-05,1,-0.011709340848,-0.0727384462953,218.261047363,4.74850845337,28.1941356659
0.135628417134,0.135284751654,0.823032319546,0.835966467857,0.238999992609,-0.00534707773477,0.0420164344795,-5.2833324844e-06,1.48135836753e-06,4.16062139266e-05,1,-0.0114568267018,-0.0727772712708,219.57623291,4.38533401489,28.3353710175
0.109928973019,0.109692066908,0.814066588879,0.826503992081,0.238999992609,-0.00654691737145,0.051554676612,-4.52223684988e-06,1.26758061469e-06,3.57559219992e-05,1,-0.0109094753861,-0.0722110942006,222.743011475,3.49203467369,28.5227890015
0.100098744035,0.0999011397362,0.810601592064,0.822852551937,0.238999992609,-0.00700992066413,0.0552353541544,-4.23526626037e-06,1.18698358165e-06,3.35471704602e-05,1,-0.0107034929097,-0.0719968378544,223.95262146,3.15996432304,28.5944538116
0.0759680196643,0.0758383721113,0.800635814667,0.812526643276,0.238999992609,-0.00830632355064,0.0656423253813,-3.35562140208e-06,9.39605683925e-07,2.6839408747e-05,1,-0.0102889006957,-0.0705731064081,226.92036438,2.32277059555,28.5567893982
0.0667302533984,0.0666254833341,0.796783745289,0.808542013168,0.238999992609,-0.00880658812821,0.069658236454,-3.02455691781e-06,8.46526234e-07,2.43075537583e-05,1,-0.0101353088394,-0.070034340024,228.054763794,2.01419854164,28.5430984497
0.0444600172341,0.0443979240954,0.785769939423,0.797318816185,0.238999992609,-0.0101847695187,0.080965735491,-2.0729391963e-06,5.79197944717e-07,1.69132417795e-05,1,-0.00986838247627,-0.0676216632128,230.79888916,1.24361729622,28.2416801453
0.0359309799969,0.0358844697475,0.781512141228,0.792987942696,0.238999992609,-0.0107165919617,0.0853291401585,-1.7155440446e-06,4.78849187857e-07,1.41234359035e-05,1,-0.00977305974811,-0.0667086616158,231.848114014,0.962880909443,28.1279010773
0.0160889383405,0.0160683523864,0.769419670105,0.780843019485,0.238999992609,-0.0121590876952,0.0975594285329,-7.70498786551e-07,2.1486290791e-07,6.39262088953e-06,1,-0.00966093502939,-0.0635683238506,234.29927063,0.283374577761,27.6137924194
0.00849224347621,0.00848117750138,0.764744281769,0.776156425476,0.238999992609,-0.0127157289535,0.102278963775,-4.163392191e-07,1.16015542062e-07,3.47793979927e-06,1,-0.00962670333683,-0.0623799562454,235.236160278,0.0398720800877,27.4192008972
-0.00877051241696,-0.00876556150615,0.751560509205,0.763077378273,0.238999992609,-0.0142066096887,0.115442709484,4.66684269895e-07,-1.27731709654e-07,-4.32129854744e-06,1,-0.00967049319297,-0.0588525682688,237.37298584,-0.539029896259,26.7706851959
-0.0153686944395,-0.01535774488,0.746462702751,0.758030354977,0.238999992609,-0.0147819211707,0.120522416903,7.96604524567e-07,-2.18684832021e-07,-7.25654717826e-06,1,-0.00969775673002,-0.0575177371502,238.188461304,-0.741878390312,26.5248851776
-0.0302554704249,-0.0302335452288,0.732193112373,0.744019389153,0.238999992609,-0.0163076389581,0.134616209085,1.59339140282e-06,-4.34381348668e-07,-1.49744873852e-05,1,-0.00989493913949,-0.0539091192186,240.032287598,-1.22519946098,25.8187885284
-0.0359248556197,-0.03589868173,0.726675093174,0.73861271143,0.238999992609,-0.0168963950127,0.140054848409,1.88972614978e-06,-5.1444806104e-07,-1.78690897883e-05,1,-0.00998258031905,-0.0525435470045,240.733581543,-1.38981342316,25.5508785248
-0.0489189587533,-0.0488836281002,0.711342275143,0.723688423634,0.238999992609,-0.0184470005333,0.155059472486,2.60434762822e-06,-7.02628369709e-07,-2.54980077443e-05,1,-0.010329595767,-0.0490878038108,242.339660645,-1.79553329945,24.8511600494
-0.0538384504616,-0.0537994727492,0.705413043499,0.717929363251,0.238999992609,-0.0190453603864,0.160849533885,2.86839258479e-06,-7.71965744661e-07,-2.83436911559e-05,1,-0.0104759763926,-0.047780085355,242.947219849,-1.9294757843,24.5853919983
-0.0656702592969,-0.0656215921044,0.689055860043,0.702128469944,0.238999992609,-0.0206134971231,0.176728050256,3.52793153979e-06,-9.39813560308e-07,-3.60484591511e-05,1,-0.0109711363912,-0.0446102879941,244.400878906,-2.28824877739,23.9342937469
-0.0701159611344,-0.0700634047389,0.682730793953,0.696031093597,0.238999992609,-0.0212186202407,0.182855380204,3.76966227122e-06,-1.00109275536e-06,-3.89021006413e-05,1,-0.0111752338707,-0.0434107743204,244.94694519,-2.40396499634,23.6867160797
-0.0816013291478,-0.0815364643931,0.665401399136,0.679409384727,0.238999992609,-0.0227986369282,0.199552016347,4.40539588453e-06,-1.15644866128e-06,-4.69596598123e-05,1,-0.0118222329766,-0.0404830686748,246.345993042,-2.75340509415,23.0835895538
