"C_p_2nd","C_p_ise","Phi_u","Points:0","Points:1","Points:2","arc_length","dC_f:0","dC_f:1","dC_f:2","inclination","mu","sigma","v:0","v:1","v:2"
0.368902742863,0.364615440369,0.975508868694,1.02886152267,0.777999997139,0,0,-7.6663964137e-06,2.1508633381e-06,5.75749036216e-05,1,-0.0475462563336,-0.0260650943965,188.255661011,23.2626209259,24.8038959503
0.365610718727,0.361405074596,0.975226938725,1.02851247787,0.777999997139,-4.6476307034e-05,0.000352125431326,-7.61799356042e-06,2.13726298171e-06,5.72549761273e-05,1,-0.0474761798978,-0.0259187854826,188.696273804,23.1298847198,24.8299884796
0.306637525558,0.303846746683,0.969857752323,1.02186465263,0.777999997139,-0.000931679445785,0.00705862712989,-6.67370659357e-06,1.8719141508e-06,5.10484278493e-05,1,-0.0461410619318,-0.0231958776712,196.576263428,20.6874256134,25.2749156952
0.302304983139,0.299605131149,0.969518601894,1.02147841454,0.777999997139,-0.000980853685178,0.00744798297521,-6.60506884742e-06,1.85263240837e-06,5.05792231706e-05,1,-0.0460909344256,-0.0230294708163,197.148925781,20.5250415802,25.3130207062
0.221959426999,0.22092872858,0.963060259819,1.01412177086,0.777999997139,-0.00191744405311,0.0148640066877,-5.2234222494e-06,1.46449224303e-06,4.11489563703e-05,1,-0.0451348237693,-0.019932538271,207.757781982,17.4784431458,26.0164070129
0.219907686114,0.218899086118,0.962675988674,1.01369583607,0.777999997139,-0.00197132723406,0.015293336216,-5.19911282026e-06,1.45767694448e-06,4.0959323087e-05,1,-0.0450898595154,-0.0199282299727,208.01940918,17.4023685455,26.048833847
0.181954368949,0.181347116828,0.95535993576,1.00558364391,0.777999997139,-0.00299760536291,0.0234701881982,-4.71552675663e-06,1.32210163883e-06,3.71877504222e-05,1,-0.0442306660116,-0.0198480598629,212.853118896,15.976184845,26.6485805511
0.180190756917,0.179596528411,0.954928398132,1.00511562824,0.777999997139,-0.00305711803958,0.0239419724994,-4.69106771561e-06,1.31524632252e-06,3.69926456187e-05,1,-0.0441904328763,-0.019855292514,213.07484436,15.9098997116,26.6784801483
0.14753523469,0.147176414728,0.946713626385,0.996200203896,0.777999997139,-0.00419061910361,0.0329291642714,-4.20398691858e-06,1.17872821193e-06,3.31062328769e-05,1,-0.0434199310839,-0.0199898984283,217.175018311,14.6730594635,27.2320156097
0.145916283131,0.14556568861,0.94623196125,0.995687544346,0.777999997139,-0.00425562914461,0.0334459293238,-4.17478668169e-06,1.17052059068e-06,3.28839669237e-05,1,-0.043384898454,-0.0199499819428,217.377670288,14.6108055115,27.2488613129
0.115909464657,0.115706689656,0.937063634396,0.985922574997,0.777999997139,-0.00549382483587,0.0432890870973,-3.59100340575e-06,1.00641773315e-06,2.84452526103e-05,1,-0.0427120141685,-0.019207123667,221.128662109,13.453332901,27.5597324371
0.114404320717,0.114206664264,0.936528980732,0.985363066196,0.777999997139,-0.00556406658143,0.0438529877984,-3.5569917145e-06,9.96834273792e-07,2.81915399682e-05,1,-0.0426828488708,-0.0191067587584,221.317016602,13.3938503265,27.5607471466
0.0864896699786,0.0863830149174,0.926353752613,0.974707007408,0.777999997139,-0.00690191239119,0.0545927000995,-2.87503576146e-06,8.04642070307e-07,2.31159483519e-05,1,-0.0421202965081,-0.0172389149666,224.805755615,12.2910203934,27.5769615173
0.0851196497679,0.0850160047412,0.925763785839,0.974098920822,0.777999997139,-0.0069765849039,0.0552053543905,-2.83813119495e-06,7.94234608748e-07,2.28393491852e-05,1,-0.0420976690948,-0.0170688610524,224.977905273,12.2350492477,27.5594482422
0.059707518667,0.0596564859152,0.914535880089,0.962517023087,0.777999997139,-0.00839882250875,0.0668742495808,-2.09684253605e-06,5.85106477047e-07,1.73025709955e-05,1,-0.0416581295431,-0.013904039748,228.16696167,11.1999874115,27.2305984497
0.0585103705525,0.0584609620273,0.913889110088,0.961858987808,0.777999997139,-0.00847698003054,0.0675369101468,-2.06046001949e-06,5.74875741677e-07,1.70193052327e-05,1,-0.0416422821581,-0.0136827416718,228.31817627,11.1491556168,27.1979694366
0.0363139808178,0.0362922176719,0.901580631733,0.949325799942,0.777999997139,-0.00996558927,0.0801581919976,-1.32921149998e-06,3.69125729094e-07,1.13521364256e-05,1,-0.0413303524256,-0.00956424325705,231.11831665,10.2117347717,26.5875740051
0.0352984033525,0.0352774783969,0.900876581669,0.94861716032,0.777999997139,-0.0100463675335,0.0808714207416,-1.29575334995e-06,3.59792892368e-07,1.1074232134e-05,1,-0.0413212031126,-0.00931573286653,231.247268677,10.1666507721,26.5451927185
0.0164872314781,0.0164798460901,0.887478411198,0.935119986534,0.777999997139,-0.0115849077702,0.0944560004655,-6.23464359251e-07,1.72087425199e-07,5.52201436221e-06,1,-0.0411351583898,-0.0046907896176,233.632888794,9.33796405792,25.7531471252
0.015637755394,0.0156308133155,0.886717498302,0.934360861778,0.777999997139,-0.0116675747558,0.0952196130803,-5.93954268879e-07,1.63975016676e-07,5.25569066667e-06,1,-0.0411324240267,-0.00443662516773,233.741195679,9.29828929901,25.7063426971
-7.13799963705e-05,-7.16328140697e-05,0.872238874435,0.919901967049,0.777999997139,-0.0132420659065,0.109763981722,-1.61087643225e-09,9.10152397893e-10,-5.43293268152e-08,1,-0.041066788137,0.000293537828838,235.741943359,8.5719165802,24.8318939209
-0.000788874516729,-0.000788846577052,0.871422529221,0.919093370438,0.777999997139,-0.013326080516,0.110576931249,2.4167130519e-08,-6.0210334496e-09,-3.09614961225e-07,1,-0.0410701408982,0.000536868814379,235.83354187,8.53650379181,24.7851600647
-0.0140281394124,-0.0140241179615,0.855889976025,0.903692007065,0.777999997139,-0.0149262575433,0.126061199403,5.40729161003e-07,-1.45184316125e-07,-5.3878043218e-06,1,-0.0411184467375,0.0050654145889,237.522293091,7.89107894897,23.9119663239
-0.0146636571735,-0.0146593926474,0.855020463467,0.902835845947,0.777999997139,-0.0150112221017,0.12692156609,5.64009837944e-07,-1.51263904513e-07,-5.64053607377e-06,1,-0.0411276705563,0.00528855388984,237.603134155,7.8580031395,23.8683433533
-0.0263624638319,-0.026354720816,0.838476896286,0.886529862881,0.777999997139,-0.0166294872761,0.143307653662,1.02969204363e-06,-2.73172645393e-07,-1.06588731796e-05,1,-0.0412855930626,0.00944132264704,239.090057373,7.25788545609,23.0530261993
-0.0269706100225,-0.0269625876099,0.837557077408,0.885629296303,0.777999997139,-0.0167150944471,0.144212279966,1.05200399503e-06,-2.78795539543e-07,-1.09225948108e-05,1,-0.0413007736206,0.00964737031609,239.166809082,7.22484397888,23.0126266479
-0.0381452850997,-0.0381330363452,0.820058763027,0.86847615242,0.777999997139,-0.0183456223458,0.16144274619,1.49791014792e-06,-3.91499440866e-07,-1.61562547873e-05,1,-0.0415698066354,0.0134820435196,240.57598877,6.62745428085,22.2572650909
-0.0387716926634,-0.0387590564787,0.819092392921,0.867535114288,0.777999997139,-0.0184313375503,0.162387679977,1.52028212597e-06,-3.96885496912e-07,-1.64440752997e-05,1,-0.0415913648903,0.0136838620529,240.654373169,6.59234809875,22.2176895142
-0.0502726025879,-0.0502538196743,0.800709009171,0.849611759186,0.777999997139,-0.020063912496,0.18038523423,1.96768633032e-06,-5.04989657202e-07,-2.21602367674e-05,1,-0.0419793538749,0.0174398310483,242.092208862,5.95907735825,21.4775485992
-0.0509443879128,-0.0509250164032,0.799700438976,0.8486353755,0.777999997139,-0.0201489347965,0.181365312744,1.98987754629e-06,-5.09936739945e-07,-2.24793766392e-05,1,-0.0420079901814,0.0176594797522,242.175811768,5.92049121857,21.4338607788
-0.0632785111666,-0.063249386847,0.780516028404,0.83003783226,0.777999997139,-0.0217682886869,0.200033224292,2.43474482886e-06,-6.09652374806e-07,-2.88268547592e-05,1,-0.0425280667841,0.0217472836375,243.70954895,5.22552728653,20.6169891357
-0.0639912113547,-0.0639611706138,0.779470562935,0.829031944275,0.777999997139,-0.0218511782587,0.201042521731,2.45456726589e-06,-6.13337476807e-07,-2.91710512101e-05,1,-0.0425645336509,0.0220126248896,243.798278809,5.18343114853,20.5623474121
-0.0770791172981,-0.0770333856344,0.759586274624,0.809873521328,0.777999997139,-0.0234299190342,0.220265882318,2.8538170227e-06,-6.88456736953e-07,-3.60266167263e-05,1,-0.0432310327888,0.0269507858902,245.42628479,4.42680454254,19.5414047241
