"C_p_2nd","C_p_ise","Phi_u","Points:0","Points:1","Points:2","arc_length","dC_f:0","dC_f:1","dC_f:2","inclination","mu","sigma","v:0","v:1","v:2"
0.376128792763,0.372080922127,0.898044347763,0.958161115646,0.526000022888,0,0,-1.05389590317e-05,2.95678205475e-06,7.91479542386e-05,1,-0.0547093711793,-0.0260650925338,187.794815063,17.9272060394,24.9475154877
0.3683604002,0.364493608475,0.897292196751,0.957227170467,0.526000022888,-0.000124354875879,0.000942187737399,-1.03695892903e-05,2.90919251711e-06,7.80254122219e-05,1,-0.0545196942985,-0.0257183946669,188.826675415,17.6180534363,25.0071620941
0.312372148037,0.309784680605,0.891677260399,0.950261414051,0.526000022888,-0.00105188647285,0.00796942597976,-9.08311631065e-06,2.54772362496e-06,6.9494912168e-05,1,-0.0531097389758,-0.0231958776712,196.25112915,15.3955879211,25.429353714
0.302011758089,0.299630999565,0.890771508217,0.949227929115,0.526000022888,-0.00118346035015,0.00901125264367,-8.8550741566e-06,2.48365995503e-06,6.79398144712e-05,1,-0.052973870188,-0.0228015556931,197.611907959,15.0093374252,25.5196113586
0.226934954524,0.226030260324,0.884013354778,0.941519498825,0.526000022888,-0.00216483650729,0.0167819023399,-7.14101270205e-06,2.00212525669e-06,5.62573914067e-05,1,-0.0519629791379,-0.0199325401336,207.460266113,12.2090415955,26.1688842773
0.222086399794,0.221229672432,0.882987201214,0.940379917622,0.526000022888,-0.00230900966562,0.0179305673123,-7.06304990672e-06,1.9802685074e-06,5.56492450414e-05,1,-0.0518406666815,-0.0199223309755,208.074447632,12.0315380096,26.2449417114
0.186994358897,0.186478480697,0.875332057476,0.931879818439,0.526000022888,-0.0033843619749,0.0264984181919,-6.47994465908e-06,1.81679774869e-06,5.11006837769e-05,1,-0.050929620862,-0.0198480598629,212.514190674,10.7474584579,26.7946414948
0.182847708464,0.182359293103,0.874179899693,0.930627405643,0.526000022888,-0.00354359834455,0.0277609133535,-6.40234293314e-06,1.79504775133e-06,5.04813069711e-05,1,-0.0508194901049,-0.0198651980609,213.032043457,10.5947055817,26.8644809723
0.152793183923,0.152499780059,0.865586221218,0.921285748482,0.526000022888,-0.00473130121827,0.0371777704005,-5.82043321629e-06,1.63195090863e-06,4.58366230305e-05,1,-0.049998331815,-0.0199898965657,216.780929565,9.49026012421,27.3701858521
0.14899250865,0.148715957999,0.864300489426,0.919913947582,0.526000022888,-0.00490524526685,0.0385605553584,-5.72733688387e-06,1.60577565111e-06,4.51308624179e-05,1,-0.0499015264213,-0.019895311445,217.253555298,9.3478975296,27.4089069366
0.121417112648,0.121259853244,0.85471123457,0.909682035446,0.526000022888,-0.00620264885947,0.0488743947038,-5.02744796904e-06,1.40898680456e-06,3.98273259634e-05,1,-0.0491789616644,-0.019207123667,220.678817749,8.31933307648,27.6886100769
0.117886960506,0.117739737034,0.853284537792,0.908185064793,0.526000022888,-0.00639059161767,0.0503831172157,-4.91836999572e-06,1.37822917168e-06,3.90205022995e-05,1,-0.0490971878171,-0.0189692974091,221.11781311,8.18421173096,27.6896247864
0.0922569781542,0.0921805128455,0.842644393444,0.897019445896,0.526000022888,-0.00779240997508,0.0616363896308,-4.09699987358e-06,1.14660406325e-06,3.29497452185e-05,1,-0.0484860315919,-0.0172389149666,224.301651001,7.20905208588,27.6951122284
0.0890489369631,0.0889779925346,0.841070353985,0.895392417908,0.526000022888,-0.007992208004,0.0632756392541,-3.97819758291e-06,1.11305405426e-06,3.20708677464e-05,1,-0.0484209991992,-0.0168359484524,224.702362061,7.08292913437,27.6520004272
0.0657491385937,0.0657167211175,0.829331934452,0.883256673813,0.526000022888,-0.00948245543987,0.0755025408304,-3.08282756123e-06,8.60170075612e-07,2.54543047049e-05,1,-0.0479340553284,-0.0139040406793,227.609649658,6.17427587509,27.3363513947
0.0629545673728,0.0629248023033,0.827606737614,0.881495952606,0.526000022888,-0.00969157740474,0.0772756373206,-2.96566076941e-06,8.27147346172e-07,2.45579085458e-05,1,-0.0478863418102,-0.0133796464652,227.960662842,6.06107282639,27.2572479248
0.0426560118794,0.0426444076002,0.814741253853,0.868363499641,0.526000022888,-0.0112513685599,0.0905003970281,-2.08230972021e-06,5.78134461193e-07,1.78091831913e-05,1,-0.0475279055536,-0.00956424325705,230.507705688,5.24772453308,26.6796569824
0.0402966178954,0.0402861051261,0.812863647938,0.866467416286,0.526000022888,-0.0114675052464,0.092408759456,-1.97480267161e-06,5.48038713077e-07,1.69355625985e-05,1,-0.0474971942604,-0.00897536519915,230.805725098,5.14897108078,26.5773448944
