"C_p_2nd","C_p_ise","Phi_u","Points:0","Points:1","Points:2","arc_length","dC_f:0","dC_f:1","dC_f:2","inclination","mu","sigma","v:0","v:1","v:2"
-0.562843322754,-0.520392596722,1.13442671299,1.14276790619,1.18400001526,0,0,1.2143850654e-06,-3.40704644941e-07,-9.12007544684e-06,1,-0.00189187389333,-0.0260650869459,254.15007019,148.209716797,28.0680904388
-0.350102931261,-0.334019333124,1.12934136391,1.13788199425,1.18400001526,-0.000650570436846,0.00492903412381,8.22013532797e-07,-2.30547499314e-07,-6.32944920653e-06,1,-0.00205002026632,-0.0235344711691,241.800140381,128.336380005,26.788526535
-0.343193054199,-0.327479153872,1.12872684002,1.13722538948,1.18400001526,-0.000738012429792,0.00559143575573,8.06947412002e-07,-2.26315407303e-07,-6.22717425358e-06,1,-0.00200226460584,-0.0231958720833,241.733566284,126.725883484,26.7689037323
-0.283175885677,-0.273033201694,1.12303996086,1.13181865215,1.18400001526,-0.00142634939402,0.0110418133854,7.25284337477e-07,-2.0334678652e-07,-5.71427472096e-06,1,-0.00223999307491,-0.0203176513314,241.996002197,112.884735107,26.7107372284
-0.286352336407,-0.276021271944,1.12231504917,1.13109195232,1.18400001526,-0.00151886756066,0.0117743789133,7.37715936339e-07,-2.06830392813e-07,-5.81480662731e-06,1,-0.00223242584616,-0.0199325419962,242.91633606,111.635040283,26.786026001
-0.238475829363,-0.231388390064,1.11612820625,1.12513005733,1.18400001526,-0.00227311928757,0.0177837954847,6.77662967519e-07,-1.90000619682e-07,-5.34197579327e-06,1,-0.00241094478406,-0.0198580361903,241.14225769,103.361251831,26.8570098877
-0.237460359931,-0.230410397053,1.11532306671,1.12432873249,1.18400001526,-0.00237449700944,0.0185915076541,6.79345021126e-07,-1.90473059547e-07,-5.35502294952e-06,1,-0.00240844627842,-0.0198480673134,241.311019897,102.586051941,26.9022979736
-0.210292354226,-0.20486138761,1.10855531693,1.11777639389,1.18400001526,-0.00320755131543,0.0251965905914,6.59733643715e-07,-1.84975476714e-07,-5.1969532251e-06,1,-0.00257262960076,-0.0199731569737,240.846069336,96.1918869019,27.1015357971
-0.209767729044,-0.204358100891,1.10766589642,1.11689567566,1.18400001526,-0.00331952073611,0.0260843978643,6.62818820274e-07,-1.85840363542e-07,-5.22109030499e-06,1,-0.00257449131459,-0.019989894703,240.996673584,95.5738677979,27.1446819305
-0.193690180779,-0.18919710815,1.10025298595,1.10971915722,1.18400001526,-0.00422951951623,0.0333183811863,6.63039429583e-07,-1.85815437703e-07,-5.25504810867e-06,1,-0.00275467149913,-0.0192994996905,241.256011963,90.2036743164,27.217672348
-0.193630114198,-0.189146563411,1.09927332401,1.10875451565,1.18400001526,-0.00435183057562,0.0342907460128,6.67451502068e-07,-1.87044122413e-07,-5.2928930927e-06,1,-0.00276223546825,-0.019207123667,241.421386719,89.6756744385,27.2356700897
-0.183812305331,-0.179905354977,1.09116637707,1.10092294216,1.18400001526,-0.00533506600186,0.0421837996155,6.76914851283e-07,-1.89421470509e-07,-5.45009879716e-06,1,-0.00297748507001,-0.0174711886793,242.039245605,85.0199050903,27.0968856812
-0.184050872922,-0.180147975683,1.09009099007,1.09987032413,1.18400001526,-0.0054672206752,0.0432446811207,6.82095674165e-07,-1.90845284465e-07,-5.49954256712e-06,1,-0.0029921841342,-0.0172389186919,242.213592529,84.5561523438,27.0826473236
