x,y,z
11.1967859292356,0.06250353640755928,0.0
10.96351955570986,0.12500707281511805,0.0
10.730253182184118,0.18751060922267734,0.0
10.496986808658376,0.2500141456302366,0.0
10.263720435132635,0.3125176820377954,0.0
10.030454061606893,0.3750212184453547,0.0
9.79718768808115,0.4375247548529139,0.0
9.56392131455541,0.5000282912604728,0.0
9.330654941029668,0.562531827668032,0.0
9.097388567503927,0.6250353640755908,0.0
8.864122193978185,0.68753890048315,0.0
8.630855820452442,0.7500424368907094,0.0
8.397589446926702,0.8125459732982682,0.0
8.16432307340096,0.8750495097058274,0.0
7.931056699875217,0.9375530461133866,0.0
7.697790326349476,1.0000565825209458,0.0
7.464523952823734,1.0625601189285048,0.0
7.231257579297992,1.125063655336064,0.0
6.997991205772251,1.187567191743623,0.0
6.764724832246509,1.250070728151182,0.0
6.531458458720767,1.3125742645587413,0.0
6.2981920851950255,1.3750778009663005,0.0
6.064925711669284,1.4375813373738595,0.0
5.831659338143542,1.5000848737814187,0.0
5.5983929646178,1.5625884101889778,0.0
5.365126591092059,1.6250919465965368,0.0
5.1318602175663175,1.6875954830040958,0.0
4.898593844040575,1.750099019411655,0.0
4.665327470514834,1.812602555819214,0.0
4.432061096989092,1.875106092226773,0.0
4.19879472346335,1.9376096286343325,0.0
3.9655283499376086,2.0001131650418915,0.0
3.732261976411867,2.0626167014494503,0.0
3.498995602886125,2.1251202378570095,0.0
3.2657292293603835,2.1876237742645688,0.0
3.032462855834641,2.250127310672128,0.0
2.7991964823089006,2.312630847079687,0.0
2.5659301087831583,2.375134383487246,0.0
2.332663735257416,2.4376379198948053,0.0
2.0993973617316755,2.500141456302364,0.0
1.8661309882059331,2.5626449927099233,0.0
1.6328646146801908,2.6251485291174825,0.0
1.3995982411544503,2.6876520655250413,0.0
1.166331867628708,2.750155601932601,0.0
0.9330654941029657,2.8126591383401602,0.0
0.6997991205772252,2.875162674747719,0.0
0.46653274705148284,2.9376662111552783,0.0
0.23326637352574053,3.0001697475628375,0.0
0.0,3.0626732839703963,0.0
