"Area","BL_Thickness","BL_streamline_length","Cp","Mach_Number","Normalized_Vorticity","Points:0","Points:1","Points:2","Separation_marker","Transition_marker","Velocity","Vx","Vy","Vz","X","Y","Z","arc_length","skin_friction_coeff."
0.000347467197571,0,0.00517854839563,-0.401622086763,0.797781407833,-20.3288383484,0.56448674202,0.957000017166,0.0124573959038,0,0,271.479125977,245.202880859,20.9937458038,90.654335022,0.56448674202,0.957000017166,0.0124573959038,0,0
0.000441140029579,2.02368300961e-06,0.0182072669268,-0.809630513191,0.940268397331,-26.2079963684,0.582442939281,0.957000017166,0.0161273702979,0,0,319.966339111,314.68145752,-2.85482764244,56.4789123535,0.582442939281,0.957000017166,0.0161273702979,0.0183274038576,3.02615535475e-05
0.000440298666945,3.57336716661e-06,0.0364651940763,-0.561388731003,0.874690651894,-31.279132843,0.600637257099,0.957000017166,0.0185179244727,0,0,297.650726318,295.429504395,-2.49358725548,35.9048576355,0.600637257099,0.957000017166,0.0185179244727,0.0366780973081,5.21238434885e-05
0.000439893337898,4.2853339437e-06,0.0547523386776,-0.49519893527,0.856017053127,-36.2015457153,0.618894457817,0.957000017166,0.0203727930784,0,0,291.296264648,289.987945557,-1.21882867813,27.3520240784,0.618894457817,0.957000017166,0.0203727930784,0.0550292802563,2.83983245026e-05
0.000439648807514,6.14473265159e-06,0.0730766132474,-0.458787709475,0.845539867878,-41.0669975281,0.637187600136,0.957000017166,0.0218320991844,0,0,287.730957031,286.923400879,-0.3159288764,21.4009151459,0.637187600136,0.957000017166,0.0218320991844,0.073380537167,1.2230617358e-05
0.000439492432633,7.32385478841e-06,0.0914292633533,-0.432172119617,0.837795495987,-45.8946876526,0.655502319336,0.957000017166,0.0229922998697,0,0,285.095611572,284.584686279,0.370628416538,16.9502773285,0.655502319336,0.957000017166,0.0229922998697,0.0917319677655,1.07925698103e-05
0.000439385417849,8.28993779578e-06,0.109803691506,-0.412151217461,0.831921815872,-50.6959571838,0.673830509186,0.957000017166,0.0239155180752,0,0,283.096832275,282.774414062,0.86816829443,13.3831157684,0.673830509186,0.957000017166,0.0239155180752,0.110083394822,9.8033242466e-06
0.000439305760665,9.15106011234e-06,0.128194183111,-0.397006690502,0.827450275421,-55.4797515869,0.692167818546,0.957000017166,0.0246351454407,0,0,281.57522583,281.38192749,1.22223126888,10.2508144379,0.692167818546,0.957000017166,0.0246351454407,0.128434819239,9.0100493253e-06
0.000439241819549,9.9247054095e-06,0.146596223116,-0.384942114353,0.823870241642,-60.2523956299,0.710511624813,0.957000017166,0.0251629780978,0.021112754941,0,280.356933594,280.255310059,1.46722531319,7.25283336639,0.710511624813,0.957000017166,0.0251629780978,0.146786217978,8.46928014653e-06
0.000439189054305,1.06268726086e-05,0.165006741881,-0.374009728432,0.820612072945,-65.0171737671,0.728860020638,0.957000017166,0.0254975948483,0.0415735431015,0,279.248199463,279.207275391,1.64895069599,4.21442890167,0.728860020638,0.957000017166,0.0254975948483,0.165137664725,8.05617946753e-06
