"Area","BL_Thickness","BL_streamline_length","Cp","Mach_Number","Normalized_Vorticity","Points:0","Points:1","Points:2","Separation_marker","Transition_marker","Velocity","Vx","Vy","Vz","X","Y","Z","arc_length","skin_friction_coeff."
0.000404780672397,0,0.00412861024961,-0.3137832582,0.772714197636,0.0494475997984,0.462352216244,0.777999997139,0.0137118957937,0,0,262.948913574,235.864273071,24.9411449432,90.1477127075,0.462352216244,0.777999997139,0.0137118957937,0,0
0.000485560449306,1.59913440712e-06,0.0163665525615,-0.769982278347,0.930285394192,-6.25793790817,0.482116639614,0.777999997139,0.0177514497191,0,0,316.569213867,311.420257568,-1.37969636917,55.5288963318,0.482116639614,0.777999997139,0.0177514497191,0.0201730123452,2.17928209167e-05
0.000484634336317,3.23469726027e-06,0.0352565832436,-0.563163459301,0.875194191933,-11.8032751083,0.502143144608,0.777999997139,0.0203827396035,0,0,297.82208252,295.591003418,-1.53707945347,36.0561218262,0.502143144608,0.777999997139,0.0203827396035,0.040371640732,4.29165629612e-05
0.0004841882037,4.40776921096e-06,0.0554166659713,-0.500217795372,0.857454836369,-17.1934528351,0.522238910198,0.777999997139,0.0224243998528,0,0,291.785522461,290.456298828,-0.504098892212,27.6183071136,0.522238910198,0.777999997139,0.0224243998528,0.0605708528762,2.79577616311e-05
0.000483919022372,6.24542599326e-06,0.0756099969149,-0.465857833624,0.847587943077,-22.527387619,0.542374312878,0.777999997139,0.0240306612104,0,0,288.427886963,287.598571777,0.212624266744,21.714756012,0.542374312878,0.777999997139,0.0240306612104,0.0807702220895,1.25712322188e-05
0.000483746902319,7.47726699046e-06,0.0958289578557,-0.441061228514,0.840392649174,-27.8251686096,0.562533378601,0.777999997139,0.0253076981753,0,0,285.979400635,285.448577881,0.787365376949,17.2871246338,0.562533378601,0.777999997139,0.0253076981753,0.100969696198,1.08496678877e-05
0.000483629119117,8.48516447149e-06,0.116068862379,-0.42273452878,0.835034251213,-33.098526001,0.582707226276,0.777999997139,0.0263238884509,0,0,284.155944824,283.816345215,1.23903691769,13.7300395966,0.582707226276,0.777999997139,0.0263238884509,0.121169121256,9.79192009254e-06
0.000483541429276,9.37941149459e-06,0.136325374246,-0.409212201834,0.831057786942,-38.3566017151,0.602891206741,0.777999997139,0.0271159838885,0,0,282.80279541,282.595214844,1.58427262306,10.5999660492,0.602891206741,0.777999997139,0.0271159838885,0.141368638147,8.9862915047e-06
0.00048347102711,1.01802406789e-05,0.156594917178,-0.398661583662,0.827941477299,-43.605846405,0.623082280159,0.777999997139,0.0276969708502,0.0145180430263,0,281.742370605,281.629394531,1.84957754612,7.5979347229,0.623082280159,0.777999997139,0.0276969708502,0.161568068624,8.44114128995e-06
0.000483412964968,1.09047286969e-05,0.176875472069,-0.38909843564,0.825106143951,-48.8495788574,0.643278360367,0.777999997139,0.0280652847141,0.0286601316184,0,280.777526855,280.728088379,2.09116649628,4.54930925369,0.643278360367,0.777999997139,0.0280652847141,0.181767507004,8.02639169706e-06
0.000483367126435,1.15766515592e-05,0.197167813778,-0.378542721272,0.821964621544,-54.0878753662,0.663477301598,0.777999997139,0.0282113049179,0.0331026725471,0,279.708465576,279.689666748,2.3860244751,1.38196623325,0.663477301598,0.777999997139,0.0282113049179,0.201966976025,7.61226328905e-06
0.000483336596517,1.22258479678e-05,0.217475518584,-0.365209192038,0.81797850132,-59.3178215027,0.683676600456,0.777999997139,0.0281238779426,0.0549708232284,0,278.352020264,278.326141357,2.78355360031,-1.88672673702,0.683676600456,0.777999997139,0.0281238779426,0.222166464084,7.09995720172e-06
0.000483319541672,1.28883166326e-05,0.237804040313,-0.347780883312,0.812738239765,-64.5340881348,0.703873515129,0.777999997139,0.0277950279415,0.114302426577,0,276.568786621,276.494781494,3.32282781601,-5.17390108109,0.703873515129,0.777999997139,0.0277950279415,0.242366055779,6.42214035906e-06
0.000483313400764,1.36086828206e-05,0.258160859346,-0.325443476439,0.805971622467,-69.729385376,0.724065005779,0.777999997139,0.0272235386074,0.24504943192,0,274.266143799,274.103668213,4.03703069687,-8.35676670074,0.724065005779,0.777999997139,0.0272235386074,0.262565632377,5.53705058337e-06
0.000483320676722,1.44516552609e-05,0.278554677963,-0.297918915749,0.797554552555,-74.8954849243,0.744248390198,0.777999997139,0.0264167059213,0.495468139648,0,271.401916504,271.116760254,4.92875242233,-11.3015604019,0.744248390198,0.777999997139,0.0264167059213,0.282765136964,4.39445602751e-06
0.000483337265905,1.55589204951e-05,0.298994213343,-0.26540312171,0.787495434284,-80.0244140625,0.764421820641,0.777999997139,0.0253907330334,0.828712999821,0,267.978851318,267.547424316,5.97145462036,-13.8957805634,0.764421820641,0.777999997139,0.0253907330334,0.302964639834,2.77222648037e-06
0.000483357522171,1.72694599314e-05,0.319488912821,-0.228445112705,0.775904238224,-85.1089630127,0.784584283829,0.777999997139,0.0241691656411,1,0,264.034454346,263.442626953,7.17826271057,-16.0842189789,0.784584283829,0.777999997139,0.0241691656411,0.3231640742,-1.60927140769e-06
0.00048337993212,1.89380352822e-05,0.340045690536,-0.189907982945,0.763636529446,-90.1416015625,0.804735958576,0.777999997139,0.0227805059403,1,0,259.859863281,259.10647583,8.40567779541,-17.8594932556,0.804735958576,0.777999997139,0.0227805059403,0.343363538819,-4.88274008603e-06
0.000483401643578,2.02231385629e-05,0.360644221306,-0.167048037052,0.756288707256,-95.1135559082,0.824877679348,0.777999997139,0.0212543029338,1,0,257.359436035,256.482086182,8.73288631439,-19.3366031647,0.824877679348,0.777999997139,0.0212543029338,0.363562999487,-4.63169635623e-06
