"C_p_inc","Points:0","Points:1","Points:2","arc_length","inclination","mu","sigma","v:0","v:1","v:2"
0.329704850912,65.5003051758,46.5,0,0,1,65.8503265381,0,128.079452515,30.6844100952,-2.41597223282
0.253772675991,65.3753967285,46.5,-0.0133070377633,0.125615275553,1,65.7447662354,0,138.288238525,22.2914447784,9.26399898529
0.245594114065,65.3439025879,46.5,-0.0166630689055,0.157287721602,1,65.7172241211,0,139.133178711,21.5465049744,12.5335855484
0.19724458456,65.1681747437,46.5,-0.0354024060071,0.334011907824,1,65.5616760254,0,144.206130981,17.9653301239,13.4681386948
0.188486278057,65.1238555908,46.5,-0.0401284620166,0.378582334265,1,65.5214233398,0,145.067337036,17.1912956238,13.6456785202
0.149109780788,64.8786239624,46.5,-0.0663143098354,0.625208063261,1,65.2981262207,0,148.937271118,14.1440382004,14.4016475677
0.14319396019,64.8167724609,46.5,-0.0729183703661,0.68741113271,1,65.2408828735,0,149.487869263,13.6731348038,14.5153465271
0.112686812878,64.4783859253,46.5,-0.109116755426,1.02772829447,1,64.9251327515,0,152.374176025,10.6080284119,15.1771888733
0.107365146279,64.3930358887,46.5,-0.118245981634,1.11356518352,1,64.8448638916,0,152.853912354,10.186255455,15.2801513672
0.0848760306835,63.9333076477,46.5,-0.167543277144,1.57592897848,1,64.4069747925,0,154.921218872,7.24911499023,15.8618431091
0.0799103975296,63.817363739,46.5,-0.179976046085,1.69253757038,1,64.2963409424,0,155.356460571,6.84434700012,15.963388443
0.061880107969,63.2058105469,46.5,-0.245863094926,2.30762976674,1,63.7041625977,0,156.939163208,4.22990131378,16.4722576141
0.0570156797767,63.0515785217,46.5,-0.262479782104,2.46275433563,1,63.5549736023,0,157.354202271,3.82969975471,16.5744800568
0.0396712720394,62.2604789734,46.5,-0.348056733608,3.25846905211,1,62.7785682678,0,158.806808472,1.62134230137,16.9703407288
0.0345340818167,62.060962677,46.5,-0.369639217854,3.45914928569,1,62.5829391479,0,159.23526001,1.21997487545,17.060136795
0.0144008165225,61.0736808777,46.5,-0.476030439138,4.45214699124,1,61.6017799377,0,160.879165649,-0.66815251112,17.2891159058
0.00845849793404,60.8246879578,46.5,-0.502862274647,4.70258145685,1,61.3541259766,0,161.366088867,-1.08356618881,17.3482093811
