"C_p_inc","Points:0","Points:1","Points:2","arc_length","dC_f:0","dC_f:1","dC_f:2","inclination","mu","sigma","v:0","v:1","v:2"
0.193940907717,36.9801101685,17.9799995422,0,0,0.00137660594191,-0.00137661618646,-0.0129217244685,1,0.435402303934,-0.105345308781,144.530273438,18.6359767914,13.4120368958
0.18378560245,36.9276390076,17.9799995422,-0.0055899717845,0.0527680822994,0.00133578246459,-0.00133579305839,-0.0125369746238,1,0.44088897109,-0.105359517038,145.538269043,17.6281909943,13.6287822723
0.168866410851,36.8505973816,17.9799995422,-0.0137975430116,0.130245668468,0.00127646571491,-0.00127647514455,-0.0119778988883,1,0.448939055204,-0.105380907655,147.018768311,16.148059845,13.9471988678
0.15435756743,36.789691925,17.9799995422,-0.0202905852348,0.191496254049,0.00123412976973,-0.00123413826805,-0.0115771451965,1,0.453408300877,-0.105412214994,148.436447144,14.7311525345,14.2537088394
0.133044093847,36.7002677917,17.9799995422,-0.0298241060227,0.281427136594,0.00117304874584,-0.00117305596359,-0.0109989689663,1,0.459962725639,-0.105458185077,150.518539429,12.6502828598,14.7038602829
0.125289171934,36.629737854,17.9799995422,-0.0373490378261,0.352357360877,0.00116899353452,-0.00116900028661,-0.0109570752829,1,0.464238792658,-0.105494223535,151.240570068,11.9291782379,14.8630409241
0.113896824419,36.526184082,17.9799995422,-0.0483976490796,0.456498877576,0.00116298208013,-0.00116298894864,-0.010895203799,1,0.470508098602,-0.105546630919,152.301055908,10.8701944351,15.096745491
0.107629962265,36.4447364807,17.9799995422,-0.0570955835283,0.538409596192,0.00116184155922,-0.00116184889339,-0.0108800847083,1,0.474660366774,-0.105588242412,152.870788574,10.3015851974,15.2244615555
0.0984236598015,36.3251495361,17.9799995422,-0.0698664784431,0.658676520452,0.0011600011494,-0.00116000848357,-0.0108564896509,1,0.480746209621,-0.105649165809,153.707550049,9.46660518646,15.4119977951
0.0929435715079,36.231388092,17.9799995422,-0.0798897966743,0.752972200663,0.00115627993364,-0.00115628738422,-0.0108166253194,1,0.484772384167,-0.105697028339,154.196380615,8.97909832001,15.5235795975
0.0848926976323,36.0937271118,17.9799995422,-0.0946067050099,0.891417615421,0.00115069188178,-0.00115069991443,-0.0107570895925,1,0.490671038628,-0.105767332017,154.914367676,8.26324081421,15.6874504089
0.0798473060131,35.9861907959,17.9799995422,-0.106117025018,0.999568189658,0.00114010670222,-0.00114011461847,-0.0106526585296,1,0.494519919157,-0.105820827186,155.357131958,7.82203245163,15.7902460098
0.0724347606301,35.8282966614,17.9799995422,-0.123017258942,1.15836420857,0.00112460216042,-0.00112460996024,-0.0104998536408,1,0.500156164169,-0.105899363756,156.007476807,7.17418575287,15.9412107468
0.0676310807467,35.7054748535,17.9799995422,-0.136181280017,1.2818894608,0.00110329338349,-0.00110330153257,-0.0102946832776,1,0.503739237785,-0.105963587761,156.422775269,6.76072216034,16.0400085449
0.0605729818344,35.5251350403,17.9799995422,-0.155509591103,1.46326209337,0.00107230548747,-0.0010723125888,-0.00999640207738,1,0.508982479572,-0.106058262289,157.032821655,6.15363740921,16.1851654053
0.05586720258,35.3855209351,17.9799995422,-0.170499205589,1.60367857004,0.00103593606036,-0.00103594257962,-0.00964910164475,1,0.512174248695,-0.106152482331,157.433639526,5.75495433807,16.2858524323
0.0489523783326,35.1805343628,17.9799995422,-0.192507997155,1.80984326565,0.000983215868473,-0.000983222038485,-0.00914580561221,1,0.516839802265,-0.106290712953,158.022506714,5.16958713531,16.4337081909
0.0441829003394,35.0226974487,17.9799995422,-0.209500581026,1.96859224784,0.000925535801798,-0.000925541622564,-0.00859924126416,1,0.519468963146,-0.106426790357,158.422729492,4.77186155319,16.5413227081
0.0371745489538,34.7909507751,17.9799995422,-0.234450221062,2.20167808022,0.000842091336381,-0.000842096982524,-0.00780871324241,1,0.523304998875,-0.106626369059,159.010696411,4.18795919418,16.6993312836
0.0321957208216,34.6136054993,17.9799995422,-0.253614068031,2.38005576915,0.000755172106437,-0.000755177577958,-0.0069962660782,1,0.525134980679,-0.106738612056,159.423492432,3.77804613113,16.8062477112
0.024879258126,34.3532180786,17.9799995422,-0.281751692295,2.64195906186,0.00062957778573,-0.000629581976682,-0.00582242431119,1,0.527793645859,-0.106903620064,160.029998779,3.17630243301,16.9632987976
