"C_p","Points:0","Points:1","Points:2","arc_length","mu","sigma","v:0","v:1","v:2"
0.613212168217,-0.311465263367,0.916666686535,0.0115788532421,0,0.0138490898535,-0.183637022972,-34.1441307068,-0.990792751312,11.6487092972
0.731490254402,-0.3125,0.916666686535,0.0118908379227,0.00108074712177,0.0132347680628,-0.15261991322,-28.6893997192,-0.74134773016,8.65025043488
0.228887602687,-0.311423480511,0.916666686535,0.0117972046137,0.00216133094886,0.02299278602,-0.0862523913383,-51.6055641174,0.295979887247,2.67499518394
0.256602406502,-0.310824722052,0.916666686535,0.0117451250553,0.00276235006065,0.0231649465859,-0.104835540056,-50.749584198,0.15192463994,1.66823112965
0.270785033703,-0.307552665472,0.916666686535,0.0118035478517,0.00603492817021,0.0234063584358,-0.13340370357,-50.5037994385,0.0124667696655,0.136920079589
0.231519415975,-0.305732727051,0.916666686535,0.0118360426277,0.00785515666345,0.0237517915666,-0.149293452501,-52.0440063477,-0.109053254128,-0.518496215343
0.213593482971,-0.300367683172,0.916666686535,0.0118500469252,0.0132202188196,0.0241245124489,-0.142172217369,-52.6714248657,-0.23772610724,-0.139000490308
0.185147807002,-0.297383636236,0.916666686535,0.0118578365073,0.0162042759226,0.0244857016951,-0.138211354613,-53.6839179993,-0.33610701561,0.0550003312528
0.173233479261,-0.290024876595,0.916666686535,0.0118243480101,0.0235631117642,0.0249840486795,-0.13590207696,-54.075920105,-0.424884349108,0.182142555714
0.158067718148,-0.285931885242,0.916666686535,0.0118057215586,0.0276561454988,0.025364106521,-0.134617641568,-54.5832977295,-0.498413056135,0.251045048237
0.145329222083,-0.276698678732,0.916666686535,0.0117628173903,0.0368894516907,0.0259140580893,-0.134143933654,-54.9931106567,-0.554231584072,0.279622823
0.133950784802,-0.271563142538,0.916666686535,0.0117389541119,0.042025043327,0.0262863188982,-0.133880451322,-55.3634986877,-0.607237875462,0.296103686094
0.119755141437,-0.2606074512,0.916666686535,0.0116727966815,0.0529809344131,0.0268439445645,-0.135737657547,-55.8133506775,-0.638823390007,0.191947355866
0.109496198595,-0.254513829947,0.916666686535,0.0116359991953,0.0590746667703,0.0271950811148,-0.136770650744,-56.1404647827,-0.675386250019,0.134432762861
0.0912461727858,-0.241994529963,0.916666686535,0.0116508854553,0.0715939756047,0.0276641361415,-0.139077007771,-56.710483551,-0.689427614212,0.00381024647504
0.0797116458416,-0.235031247139,0.916666686535,0.0116591658443,0.0785572633515,0.0279485266656,-0.140359818935,-57.0718154907,-0.712959945202,-0.068404443562
0.0601628795266,-0.221170067787,0.916666686535,0.0116759082302,0.0924184528146,0.0282436572015,-0.140394479036,-57.6732063293,-0.714091539383,-0.0711673349142
0.0484239086509,-0.213460415602,0.916666686535,0.0116852205247,0.100128110624,0.028419084847,-0.140413761139,-58.0347747803,-0.727314114571,-0.0727364271879
0.02879255265,-0.198510468006,0.916666686535,0.0117046264932,0.115078070815,0.028518455103,-0.140718907118,-58.6286735535,-0.718503117561,-0.0917740389705
0.0172873809934,-0.19019523263,0.916666686535,0.0117154205218,0.123393313197,0.0285762194544,-0.140888631344,-58.9767303467,-0.723564684391,-0.102392368019
-0.00211621099152,-0.174460351467,0.916666686535,0.0117495208979,0.13912823131,0.0284259933978,-0.13981115818,-59.5552940369,-0.706633806229,-0.0375854112208
-0.0133346561342,-0.16570854187,0.916666686535,0.0117684872821,0.147880061459,0.0283384602517,-0.139211863279,-59.889541626,-0.705266535282,-0.0015038899146
-0.0315206088126,-0.14949297905,0.916666686535,0.0117346253246,0.164095659635,0.0279663149267,-0.138632118702,-60.4239044189,-0.681313633919,0.0331848748028
-0.0419741161168,-0.140473812819,0.916666686535,0.0117157911882,0.173114845531,0.0277504362166,-0.138309657574,-60.7306518555,-0.674873828888,0.0524686947465
-0.0618743896484,-0.123892702162,0.916666686535,0.0117215067148,0.189695957173,0.0271345973015,-0.138541847467,-61.3068008423,-0.644429206848,0.0390727557242
-0.0732376873493,-0.114670217037,0.916666686535,0.0117246853188,0.198918442845,0.0267791692168,-0.138670995831,-61.635219574,-0.63389390707,0.0316336639225
-0.0942358225584,-0.0979741364717,0.916666686535,0.0117020010948,0.215614538821,0.0258918590844,-0.138202190399,-62.2346305847,-0.597634673119,0.0612662434578
-0.106184132397,-0.0886877030134,0.916666686535,0.0116893844679,0.22490098085,0.0253820903599,-0.137941449881,-62.5750236511,-0.583840668201,0.0777742937207
-0.132435292006,-0.0724556967616,0.916666686535,0.0116710634902,0.241132997441,0.0242737717927,-0.140241906047,-63.3101387024,-0.543026566505,-0.0707083120942
-0.147300302982,-0.0634273812175,0.916666686535,0.0116608738899,0.250161318735,0.0236387588084,-0.141521424055,-63.7254714966,-0.526882112026,-0.153483808041
-0.179321318865,-0.0478092841804,0.916666686535,0.0117526156828,0.265779685219,0.0221916977316,-0.140638068318,-64.6064987183,-0.482301563025,-0.0941713601351
-0.197393283248,-0.0391224324703,0.916666686535,0.0118036428466,0.274466686796,0.0213664416224,-0.14014673233,-65.1025390625,-0.464392989874,-0.0610583983362
-0.23538428545,-0.0240853764117,0.916666686535,0.0117449369282,0.289503857451,0.0196520760655,-0.140868246555,-66.1222076416,-0.416925758123,-0.115895666182
-0.256785035133,-0.0157217010856,0.916666686535,0.0117122838274,0.297867596518,0.0186766907573,-0.141269549727,-66.6951217651,-0.397756040096,-0.146554917097
-0.305516570807,-0.00171816209331,0.916666686535,0.0118263317272,0.311871599918,0.0166269466281,-0.139871776104,-67.9689483643,-0.349173247814,-0.0438971109688
-0.332912683487,0.00607066787779,0.916666686535,0.0118897650391,0.31966068819,0.0154644502327,-0.13909432292,-68.6831512451,-0.329523831606,0.0134503375739
-0.388748884201,0.0186472442001,0.916666686535,0.0117854578421,0.332237697055,0.0131991477683,-0.136362910271,-70.1011047363,-0.281817257404,0.20105163753
-0.420114576817,0.0256423912942,0.916666686535,0.0117274411023,0.339233084736,0.0119172194973,-0.134843677282,-70.8954086304,-0.262507110834,0.305594801903
-0.492844551802,0.0367478244007,0.916666686535,0.0117224920541,0.350338518945,0.00948177836835,-0.13493335247,-72.6727371216,-0.216605678201,0.313147306442
-0.533672988415,0.0429247133434,0.916666686535,0.0117197399959,0.356515408501,0.00810617767274,-0.134983226657,-73.6675415039,-0.198004096746,0.317437708378
-0.669404804707,0.0527855120599,0.916666686535,0.0116407331079,0.366376523723,0.00541241141036,-0.138202115893,-76.7949371338,-0.153318569064,0.0538001991808
-0.745536386967,0.0582701340318,0.916666686535,0.0115967886522,0.37186132174,0.00389375304803,-0.13999247551,-78.5436477661,-0.13517332077,-0.093385912478
-1.02132701874,0.0669313594699,0.916666686535,0.0116806151345,0.38052295282,0.000563075300306,-0.124609991908,-84.2944107056,-0.090202704072,1.39262354374
-1.17598330975,0.0717487707734,0.916666686535,0.0117272399366,0.385340589745,-0.00130989134777,-0.116054184735,-87.5087661743,-0.0718920603395,2.22231006622
-1.56794810295,0.079240322113,0.916666686535,0.0113059859723,0.392843975406,-0.00559780793265,-0.039134491235,-94.060218811,-0.0249768234789,10.1648874283
-1.78792846203,0.0834071561694,0.916666686535,0.0110716819763,0.397017391802,-0.00800428818911,0.00364858284593,-97.725151062,-0.0058122924529,14.5993652344
-2.12555241585,0.0896150767803,0.916666686535,0.00961547903717,0.403393817549,-0.0128942457959,0.142774105072,-99.2848892212,0.0428079105914,29.9771823883
-2.31568312645,0.0930679440498,0.916666686535,0.00880553293973,0.406940408174,-0.0156365893781,0.22015632689,-100.170066833,0.0627343282104,38.5680122375
-2.34439873695,0.0976512283087,0.916666686535,0.00632049422711,0.412154035702,-0.0205199960619,0.411141335964,-88.7703704834,0.110829263926,57.5087547302
-2.36219167709,0.100200474262,0.916666686535,0.00493830488995,0.415053880921,-0.0232586786151,0.517368018627,-82.4233551025,0.130595043302,68.105796814
-1.72264623642,0.102749101818,0.916666686535,0.00176370970439,0.419124944297,-0.0275709945709,0.716556608677,-53.493347168,0.164129287004,74.4270095825
-1.36474776268,0.104166664183,0.916666686535,-2.01411603484e-06,0.421389290487,-0.0299902353436,0.827346146107,-37.3342895508,0.178454756737,77.9805831909
-0.81944257021,0.104409940541,0.916666686535,-0.00225581950508,0.423656187512,-0.0322294905782,0.880446612835,-23.8213214874,0.199069112539,67.4949035645
0.154107153416,0.104847319424,0.916666686535,-0.00630793673918,0.427731841369,-0.0362194366753,0.975915908813,0.335407853127,0.250026494265,48.6253356934
0.419324070215,0.103892222047,0.916666686535,-0.00911014154553,0.430692341796,-0.0380902402103,0.957900047302,0.575683295727,0.268094182014,34.0990028381
0.888309240341,0.102175042033,0.916666686535,-0.0141482250765,0.436015028417,-0.0414169766009,0.925509274006,0.925956964493,0.311888694763,8.07420349121
0.86057972908,0.0998487770557,0.916666686535,-0.0171601846814,0.439820735895,-0.0426238328218,0.877882361412,-5.58185911179,0.329014748335,-0.241670936346
0.807237327099,0.0956663787365,0.916666686535,-0.0225753895938,0.44666302352,-0.0447591021657,0.792253911495,-17.2948646545,0.370449692011,-15.1067724228
0.684902906418,0.0918704271317,0.916666686535,-0.0255093611777,0.451460672719,-0.0452696532011,0.741532683372,-24.0940361023,0.385630875826,-17.7995643616
0.464191973209,0.0850456804037,0.916666686535,-0.0307843498886,0.460086371172,-0.0461572371423,0.650340914726,-36.299243927,0.422120064497,-22.5834732056
0.339503407478,0.0798422321677,0.916666686535,-0.0335279554129,0.465968823451,-0.0459526702762,0.609387040138,-41.4727592468,0.434664517641,-22.6528778076
0.115694634616,0.0704869478941,0.916666686535,-0.0384606868029,0.47654488996,-0.0455601662397,0.53575605154,-50.7465248108,0.464274942875,-22.7453308105
0.00878877285868,0.0640506669879,0.916666686535,-0.0409459508955,0.483444328308,-0.0445248223841,0.49637824297,-54.6460876465,0.473638951778,-21.3707199097
-0.182672441006,0.0524788834155,0.916666686535,-0.0454142093658,0.495848823816,-0.0426453500986,0.425580859184,-61.6304359436,0.494733661413,-18.8810062408
-0.257278054953,0.0450228340924,0.916666686535,-0.0471883527935,0.503513043046,-0.0409976057708,0.386512994766,-64.2362670898,0.50035572052,-16.6484451294
-0.390518248081,0.0316176041961,0.916666686535,-0.0503780841827,0.517292541401,-0.0380251929164,0.316272884607,-68.8967437744,0.511341631413,-12.6243085861
-0.426791280508,0.0234827753156,0.916666686535,-0.051454924047,0.525498333563,-0.0359969474375,0.282681465149,-70.1259384155,0.513040482998,-10.2997779846
-0.491138458252,0.00885716360062,0.916666686535,-0.0533909760416,0.540251530348,-0.0323487818241,0.222287416458,-72.3143615723,0.513454377651,-6.11679267883
-0.504521071911,0.000257587060332,0.916666686535,-0.0537175610662,0.548857305993,-0.0302205011249,0.197841882706,-72.75,0.511489868164,-4.32028055191
-0.527848243713,-0.0152035932988,0.916666686535,-0.0543047301471,0.564329631792,-0.0264000631869,0.153891265392,-73.5156784058,0.50214600563,-1.09021353722
-0.535419464111,-0.0242282990366,0.916666686535,-0.0542314648628,0.573354634919,-0.0241451114416,0.133760735393,-73.6688613892,0.496896833181,0.409349888563
-0.548439860344,-0.0404538214207,0.916666686535,-0.0540997385979,0.589580692002,-0.020103584975,0.0975680574775,-73.9303741455,0.479009628296,3.1036002636
-0.544229745865,-0.0498811006546,0.916666686535,-0.0533859059215,0.599034958279,-0.0177328102291,0.0758011043072,-73.7185821533,0.470855236053,4.69814014435
-0.53623008728,-0.0668304041028,0.916666686535,-0.0521025024354,0.616032782019,-0.0134889055043,0.0366662852466,-73.3276596069,0.445880234241,7.56171607971
-0.518019855022,-0.0763562992215,0.916666686535,-0.0508542023599,0.625640119366,-0.0112620815635,0.0200373921543,-72.7422790527,0.43550235033,8.71408653259
-0.485033303499,-0.0934829115868,0.916666686535,-0.0486098825932,0.642913156803,-0.00728088524193,-0.00985969975591,-71.6834640503,0.406048625708,10.782749176
-0.465952932835,-0.102898158133,0.916666686535,-0.0470065250993,0.652463948539,-0.00529756676406,-0.0214948970824,-71.0848770142,0.394085079432,11.5332336426
-0.431513130665,-0.119825832546,0.916666686535,-0.0441238470376,0.669635319883,-0.00175627844874,-0.0424138195813,-70.0047454834,0.362845808268,12.8799886703
-0.416089951992,-0.129157558084,0.916666686535,-0.042276494205,0.679148143544,4.3055813876e-05,-0.0529165863991,-69.4801101685,0.3494617939,13.5338926315
-0.388254463673,-0.145935073495,0.916666686535,-0.0389551408589,0.696251254706,0.00325200310908,-0.0717995092273,-68.5337524414,0.318178117275,14.7070913315
-0.369166731834,-0.155030027032,0.916666686535,-0.0368490479887,0.70558687504,0.00488351751119,-0.0842045769095,-67.8624038696,0.303245663643,15.4363288879
-0.334722131491,-0.171381860971,0.916666686535,-0.0330625027418,0.722371403573,0.00778935849667,-0.106507651508,-66.6515350342,0.273326873779,16.744146347
-0.307458996773,-0.180018439889,0.916666686535,-0.0307172555476,0.731320743203,0.009127558209,-0.116935491562,-65.7817001343,0.256418377161,17.2502250671
-0.258202910423,-0.195546135306,0.916666686535,-0.0265007335693,0.747410751984,0.0115041900426,-0.135683700442,-64.2101821899,0.228773623705,18.1558570862
-0.229597315192,-0.20361931622,0.916666686535,-0.0241239070892,0.755826543936,0.0124674476683,-0.141872271895,-63.3564376831,0.208769962192,18.3361587524
-0.177600488067,-0.218134090304,0.916666686535,-0.0198506116867,0.770957298058,0.0141657264903,-0.152998700738,-61.8044013977,0.18273204565,18.6537418365
-0.151653647423,-0.225554406643,0.916666686535,-0.0175540708005,0.778724871335,0.0148023553193,-0.157387420535,-61.0317764282,0.15765184164,18.711894989
-0.103818804026,-0.238895401359,0.916666686535,-0.0134251210839,0.792690198605,0.0159042421728,-0.165277913213,-59.6078224182,0.130599200726,18.8041419983
-0.0806365758181,-0.2455650419,0.916666686535,-0.0112798660994,0.799696354748,0.016257179901,-0.167990356684,-58.9233169556,0.0977237001061,18.7647590637
