"C_p_inc","Phi_u","Points:0","Points:1","Points:2","arc_length","dC_f:0","dC_f:1","dC_f:2","inclination","mu","sigma","v:0","v:1","v:2"
0.143880873919,30.1068496704,31.0000743866,12,0,0,-0.0180436577648,0.0180437657982,0.169150158763,1,-0.809972286224,-0.0327768884599,149.619354248,12.032954216,14.6766681671
0.129284724593,29.8087539673,30.6786384583,12,-0.0342883914709,0.323259570346,-0.0179864820093,0.0179865900427,0.168409109116,1,-0.784984469414,-0.0328907631338,150.948226929,10.6794843674,14.9800214767
0.114063687623,29.4992733002,30.3451118469,12,-0.0698663443327,0.658678399862,-0.0178550090641,0.0178551152349,0.166994914412,1,-0.759230732918,-0.0330089554191,152.329330444,9.27615070343,15.2949733734
0.0909178555012,28.9593410492,29.7833690643,12,-0.130055144429,1.22363649163,-0.0177994035184,0.0177995096892,0.165937080979,1,-0.734518289566,-0.0333283059299,154.384933472,7.22940921783,15.7828607559
0.0668180808425,28.3988323212,29.2004985809,12,-0.192507609725,1.80984320503,-0.0176941696554,0.0176942739636,0.164482176304,1,-0.709149181843,-0.033659722656,156.517807007,5.11322116852,16.2884559631
0.0482565574348,27.5056285858,28.2892932892,12,-0.290919542313,2.7263474288,-0.0140154100955,0.0140154929832,0.130241557956,1,-0.686386406422,-0.0334999263287,158.080673218,3.56658792496,16.5954341888
0.0287988632917,26.578338623,27.3438167572,12,-0.393032670021,3.67732217262,-0.0106068737805,0.0106069371104,0.0985102951527,1,-0.663260221481,-0.0333340801299,159.713745117,1.9656201601,16.9146957397
0.00588309997693,25.2633285522,26.0301513672,12,-0.532913565636,4.99841392639,0.000243866219535,-0.000243868329562,-0.0116131538525,1,-0.657888054848,-0.0296007860452,161.618377686,0.0946538373828,16.6783218384
-0.0183348152786,23.8978481293,24.6670799255,12,-0.678055286407,6.36919103232,0.0101262843236,-0.0101263495162,-0.112172231078,1,-0.653327465057,-0.025727076456,163.624572754,-1.84258329868,16.4336948395
-0.0452997274697,22.2506961823,23.0612983704,12,-0.82660895586,7.98182942813,0.0183581169695,-0.0183582566679,-0.270078808069,1,-0.68813097477,-0.0116537315771,165.891113281,-4.04625272751,14.3652830124
-0.07424172014,20.5395851135,21.3951244354,12,-0.980749607086,9.6551180828,0.0256869271398,-0.025687135756,-0.413001775742,1,-0.726254343987,0.00294890557416,168.312484741,-6.32078266144,12.2146615982
-0.0869974568486,18.7847576141,19.7238235474,12,-1.06188821793,11.3283873775,0.0154466815293,-0.0154468854889,-0.463077038527,1,-0.808325827122,0.0373564250767,169.429504395,-7.24363279343,6.22137117386
-0.0988568514585,17.0966186523,18.1131000519,12,-1.14008569717,12.9410079233,0.00445339968428,-0.00445359759033,-0.51628947258,1,-0.884340286255,0.0705167651176,170.473495483,-8.15558433533,0.468673110008
-0.0740314200521,15.6614685059,16.7440681458,12,-1.0807133913,14.3113266565,-0.00324735650793,0.00324722146615,-0.383747518063,1,-0.958483576775,0.117912858725,168.205963135,-5.71053314209,-7.57615089417
-0.0492653101683,14.2819461823,15.4246578217,12,-1.02349305153,15.6319771669,-0.0106485467404,0.0106484815478,-0.232985526323,1,-1.02632963657,0.163590967655,165.947601318,-3.31645226479,-15.2863559723
0.0224544350058,13.3287391663,14.4834852219,12,-0.88958132267,16.582628635,0.017834328115,-0.0178343523294,-0.0401092655957,1,-1.05069983006,0.220132425427,158.552505493,4.26109552383,-22.2888813019
0.0929208919406,12.4137430191,13.5764255524,12,-0.760523319244,17.4988235991,0.0515249222517,-0.0515248961747,0.17641338706,1,-1.0705242157,0.274624437094,151.274490356,11.687166214,-28.9117984772
0.221111550927,11.8908929825,13.0147676468,12,-0.595417261124,18.0842461929,0.139985874295,-0.139985829592,0.279733002186,1,-1.04531621933,0.374725371599,131.573120117,31.6093235016,-24.4341392517
0.343476831913,11.3909778595,12.4734678268,12,-0.436295568943,18.6484493549,0.239944770932,-0.239944726229,0.389940857887,1,-1.01703858376,0.471198022366,112.393592834,50.9532394409,-19.5896167755
0.219115674496,11.2596645355,12.2323646545,12,-0.214121311903,18.9763092948,0.163889110088,-0.163889095187,0.36951225996,1,-0.924167573452,0.516149818897,113.075080872,50.4923667908,19.1125774384
0.0894313156605,11.1379413605,12,12,0,19.2922859852,0.0695011839271,-0.0695011839271,0.34610337019,1,-0.82983237505,0.559472203255,114.260757446,49.4443054199,56.7763175964
-0.194039702415,11.499001503,12.2323646545,12,0.214121311903,19.6082626756,-0.130806058645,0.130806013942,0.58113604784,1,-0.716194570065,0.461079180241,142.16847229,21.7376861572,73.504486084
-0.480267852545,11.8684473038,12.4734678268,12,0.436295568943,19.9361226155,-0.304316997528,0.304316908121,0.779725968838,1,-0.603476703167,0.358985453844,170.502548218,-6.27108192444,91.0325927734
-0.540633559227,12.5882148743,13.0147676468,12,0.595417261124,20.5003257775,-0.307132363319,0.307132184505,1.19196140766,1,-0.435209184885,0.249157145619,183.536636353,-19.1523418427,70.5481719971
-0.608280718327,13.3306798935,13.5764255524,12,0.760523319244,21.0857483713,-0.313635647297,0.313635379076,1.55284237862,1,-0.264985829592,0.135198235512,197.206878662,-32.5377616882,49.9149169922
-0.561657428741,14.4620580673,14.4834852219,12,0.88958132267,22.0019433354,-0.238745734096,0.238745361567,1.80501949787,1,-0.0476823300123,0.0780198797584,196.893981934,-32.1250305176,35.7912559509
-0.518820881844,15.6331930161,15.4246578217,12,1.02349305153,22.9525948035,-0.175493642688,0.175493150949,2.03509521484,1,0.174999669194,0.0186910089105,196.836242676,-31.8675479889,21.3540077209
-0.463146060705,17.2191867828,16.7440681458,12,1.0807133913,24.2732453139,-0.0809683054686,0.0809676647186,2.06230282784,1,0.440935373306,-0.0276089347899,194.043579102,-29.0586357117,10.7375402451
-0.409156352282,18.8648662567,18.1131000519,12,1.14008569717,25.6435640471,0.00151101825759,-0.00151179067325,2.09713029861,1,0.71691018343,-0.0756502598524,191.346450806,-26.330619812,-0.191683456302
-0.338695049286,20.71875,19.7238235474,12,1.06188821793,27.2561845929,0.0517071634531,-0.0517079308629,1.77386653423,1,0.970125496387,-0.108574286103,186.710281372,-21.7221412659,-6.88502979279
-0.268236875534,22.6452083588,21.3951244354,12,0.980749607086,28.9294538876,0.0960719436407,-0.0960727110505,1.49527025223,1,1.23571181297,-0.142736598849,182.04737854,-17.1640987396,-13.8190584183
-0.199673444033,24.4679470062,23.0612983704,12,0.82660895586,30.6027425423,0.0842608511448,-0.084261469543,1.13971555233,1,1.40804040432,-0.157011032104,177.096893311,-12.5751695633,-15.8949203491
-0.134010463953,26.221408844,24.6670799255,12,0.678055286407,32.2153809381,0.0703931748867,-0.0703936293721,0.733809947968,1,1.57091283798,-0.17076805234,172.370040894,-8.01200199127,-17.8901863098
-0.0852669626474,27.644952774,26.0301513672,12,0.532913565636,33.586158044,0.046379968524,-0.0463802590966,0.473680317402,1,1.64567673206,-0.174529358745,168.65562439,-4.45438575745,-17.8484401703
-0.0387238711119,29.0147686005,27.3438167572,12,0.393032670021,34.9072497978,0.019661301747,-0.0196614190936,0.184629172087,1,1.71560001373,-0.178154319525,165.111282349,-0.978704869747,-17.8072299957
-0.00332649308257,29.9661407471,28.2892932892,12,0.290919542313,35.8582245416,0.00722562661394,-0.0072256680578,0.0680322274566,1,1.73151218891,-0.178315028548,162.253860474,1.7997623682,-17.2324619293
0.0304304212332,30.8819236755,29.2004985809,12,0.192507609725,36.7747287654,-0.0064538330771,0.00645387172699,-0.0602205358446,1,1.74574506283,-0.178469896317,159.528625488,4.48552751541,-16.6807498932
0.0659389644861,31.4497470856,29.7833690643,12,0.130055144429,37.3609354788,-0.0105560058728,0.0105560710654,-0.098664239049,1,1.73683857918,-0.178148761392,156.418609619,7.55988454819,-15.9668664932
0.0999276563525,31.9964733124,30.3451118469,12,0.0698663443327,37.9258935705,-0.0150010501966,0.0150011405349,-0.140347093344,1,1.72773575783,-0.177839323878,153.44152832,10.5166778564,-15.2816810608
0.120154425502,32.3064422607,30.6786384583,12,0.0342883914709,38.2613124001,-0.0162395052612,0.0162396021187,-0.152087077498,1,1.70768082142,-0.177724793553,151.606216431,12.316444397,-14.8758153915
0.143880873919,30.1068496704,31.0000743866,12,0,38.5845719704,-0.0180436577648,0.0180437657982,0.169150158763,1,-0.809972286224,-0.0327768884599,149.619354248,12.032954216,14.6766681671
